index,user,timestamp,rating,title,review,review_raw
27,LFH164,20221219T190831,2,Missing Trigger Warnings,Not adequate trigger warnings prior to discussing disturbing abuse content,Not adequate trigger warnings prior to discussing disturbing abuse content
32,otterav831,20221201T111856,1,Interesting,"The show has interesting content, the ads and pimping for money became tiresome quickly. Hard pass","The show has interesting content, the ads and pimping for money became tiresome quickly.
Hard pass"
33,MemoDS,20221126T045138,2,We Were Three,Must be the most boring and monotonous podcast I've listened to in quite some time. Do not listen to this while driving!,Must be the most boring and monotonous podcast I’ve listened to in quite some time. Do not listen to this while driving!
34,Fhknvcfgbjjb,20221120T220457,2,Gave Extra Star For Season 1,The first season of serial was truly a transcendent high art experience. To this day I encourage people to listen and I enjoy thinking back on the case (I am firmly in the guilty camp). I was really disappointed when I tried out this season and immediately discovered it was about fringe COVID vax conspiracists. Highlighting COVID kooks is just such poor taste right now. After everything we've gone through we ought to be going out of our way to be gracious to people for being crazy during that period. Lord knows the self appointed vax police were just as cringeworthy. I'll give you guys one more shot to pick a great topic but after that I'm out. S-Town was fantastic btw.,The first season of serial was truly a transcendent high art experience. To this day I encourage people to listen and I enjoy thinking back on the case (I am firmly in the guilty camp). I was really disappointed when I tried out this season and immediately discovered it was about fringe COVID vax conspiracists. Highlighting COVID kooks is just such poor taste right now. After everything we’ve gone through we ought to be going out of our way to be gracious to people for being crazy during that period. Lord knows the self appointed vax police were just as cringeworthy. I’ll give you guys one more shot to pick a great topic but after that I’m out. S-Town was fantastic btw.
35,Laura Gale,20221121T223638,1,Never Again,"I am so grateful to scroll through these reviews and see that many many others are calling out the absolute trash that is ""We were three"". What a joke. The lengths that this story goes to propagate and prop up the COVId narrative is nauseating. I feel for Rachel and both Peters but how their tragic story is used here to milk, once again, so many of the old stand by tropes is sad. No evidence for Ivermectin? Seriously? It's 2022 folks... and not a mention (again it's the end of 2022) of the absolute irrelevance of Vaccines when it comes to COVId outcomes. I stopped listening to NPR and reading the NYT a long time ago... saw a new season of Serial and thought... maybe this will be good. Never Again.","I am so grateful to scroll through these reviews and see that many many others are calling out the absolute trash that is “We were three”. What a joke. The lengths that this story goes to propagate and prop up the COVId narrative is nauseating. I feel for Rachel and both Peters but how their tragic story is used here to milk, once again, so many of the old stand by tropes is sad. No evidence for Ivermectin? Seriously? It’s 2022 folks… and not a mention (again it’s the end of 2022) of the absolute irrelevance of 
Vaccines when it comes to COVId outcomes. I stopped listening to NPR and reading the NYT a long time ago… saw a new season of Serial and thought… maybe this will be good.
 Never Again."
36,mollykate2388,20221121T223356,1,Covid Garbage,I can't even listen to We Were Three. I sure hope they come out with an update to apologize and correct their blatantly false statements. Remdesivir kills people. We KNOW that now. Ivermectin DOES work. We know that now. The vaccine DOES shed. The vaccine DOES NOT stop anything. I am soooo disappointed in this.,I can’t even listen to We Were Three. I sure hope they come out with an update to apologize and correct their blatantly false statements. Remdesivir kills people. We KNOW that now. Ivermectin DOES work. We know that now. The vaccine DOES shed. The vaccine DOES NOT stop anything. I am soooo disappointed in this.
37,Darbybow,20221121T172850,1,We Were Three...,Brought to you by PFIZER!,Brought to you by PFIZER!
38,MamaReader22,20221118T183917,1,Waiting...,"Listening to episode 1 of We Were Three. I'm struggling with why this is a podcast. Is there something dramatic that happens? Is this just Covid propaganda, ensuring the general public the unvaccinated conspiracy theorists are crazy? I am waiting for something to happen. Rachel has clearly faced serious hardship and loss, it's a terrible thing to lose family members in such a short amount of time. Serial, I expected more. There has to be better stories than this.","Listening to episode 1 of We Were Three. I’m struggling with why this is a podcast. Is there something dramatic that happens? Is this just Covid propaganda, ensuring the general public the unvaccinated conspiracy theorists are crazy? I am waiting for something to happen. Rachel has clearly faced serious hardship and loss, it’s a terrible thing to lose family members in such a short amount of time. Serial, I expected more. There has to be better stories than this."
39,Ali Baird,20221112T222241,1,Got Really Boring.,The last few episodes we were three are very redundant and boring.,The last few episodes we were three are very redundant and boring.
41,Pulsefinder2020,20221109T102502,1,We Were Three,"Rachel clearly has issues and Serial gave her an outlet to air her family's dirty laundry. I don't know these people, and I was given no reason to care. The podcast was not as advertised and quickly went off the rails. The interviewer had zero control over the direction of this podcast. It is a train wreck.","Rachel clearly has issues and Serial gave her an outlet to air her family’s dirty laundry. I don’t know these people, and I was given no reason to care. The podcast was not as advertised and quickly went off the rails. The interviewer had zero control over the direction of this podcast. It is a train wreck."
42,Kiya Dallas,20221108T015142,1,We Were Three,I honestly got 1/2 way through the 2nd episode and thought why on earth am I listening to this?! It comes across as a therapy session and I don't understand the point at all.,I honestly got 1/2 way through the 2nd episode and thought why on earth am I listening to this?! It comes across as a therapy session and I don’t understand the point at all.
43,nameforappreviews,20221106T112654,1,So Disgusting,Lots of incorrect statements in the child-like little Covid story. Anyone who understands p-value and methodology in scientific research gets this. I absolutely cannot believe people are still swayed by this propaganda. I can't even tell if the writers intentionally aim for fantasy or if their ever-so-smooth brains believe the hot garbage they're spewing. It's just nauseating.,Lots of incorrect statements in the child-like little Covid story. Anyone who understands p-value and methodology in scientific research gets this. I absolutely cannot believe people are still swayed by this propaganda. I can’t even tell if the writers intentionally aim for fantasy or if their ever-so-smooth brains believe the hot garbage they’re spewing. It’s just nauseating.
45,gfsyuhvcghhh,20221103T015111,2,Not Worth It,Just talks bad about white people not worth listening to,Just talks bad about white people not worth listening to
46,madcopygirl,20221102T115745,1,We Were Three Fictional,"...characters in the most propaganda-rich serial ever created this side of the covid regime. Man, it is CRINGE! I already wrote a review but forgot to mention that We Were 3 Melodramatic Morons is a fiction piece, which is never explicitly stated and, even though it's kinda obvious that it's low-brow literature, some people won't be wise to that.","...characters in the most propaganda-rich serial ever created this side of the covid regime. Man, it is CRINGE!!!

I already wrote a review but forgot to mention that We Were 3 Melodramatic Morons is a fiction piece, which is never explicitly stated and, even though it’s kinda obvious that it’s low-brow literature, some people won’t be wise to that."
48,Doctadialect,20221031T053307,1,You Set A Murderer Free,"He had motive, no alibi, and wrote that he was gonna kill her. His friend led police to the body. His phone records put him there. 20 years later, not finding his DNA on her dress shoes (that were in her car) means NOTHING. The woman who brought this story to Sarah Koenig is Adnan's friend. Of course she thinks he's innocent. A prosecutor, judge, and jury found this monster guilty. Don't you think they probably know more than all of us do about the case? I feel bad for the family of the victim.","He had motive, no alibi, and wrote that he was gonna kill her. His friend led police to the body. His phone records put him there. 20 years later, not finding his DNA on her dress shoes (that were in her car) means NOTHING. The woman who brought this story to Sarah Koenig is Adnan’s friend. Of course she thinks he’s innocent. A prosecutor, judge, and jury found this monster guilty. Don’t you think they probably know more than all of us do about the case? I feel bad for the family of the victim."
49,dre89906,20221028T192307,1,Season Three,"Listened to Season One a few years ago and thought maybe I'd enjoy Season Three, I was very wrong. What was originally a true crime podcast has turned into leftist propaganda aimed at trashing the police. She claims to be so amazing for getting the opinion of someone who calls himself a conservative and then she doesn't even air what he said and calls him a racist more than once. Journalism is about providing the facts and letting the audience make up their own opinions, not providing your own opinions and telling the audience what to think. How disappointing.","Listened to Season One a few years ago and thought maybe I’d enjoy Season Three, I was very wrong. What was originally a true crime podcast has turned into leftist propaganda aimed at trashing the police. She claims to be so amazing for getting the opinion of someone who calls himself a conservative and then she doesn’t even air what he said and calls him a racist more than once. Journalism is about providing the facts and letting the audience make up their own opinions, not providing your own opinions and telling the audience what to think. How disappointing."
53,Lisa Dobson,20221023T011618,1,We Were Three Is Terrible.,Rachel sounds like a perpetual victim. The story rambles. Hard to even understand what the point of the series is. Abuse? COVID? Relationship issues? Having kids too young? The whole thing was a waste of time. Rachel's time would have been better spent in therapy.,Rachel sounds like a perpetual victim. The story rambles. Hard to even understand what the point of the series is. Abuse? COVID? Relationship issues? Having kids too young? The whole thing was a waste of time. Rachel’s time would have been better spent in therapy.
55,TheBetterBrian,20221020T222100,1,Trojan Horse?,"If you actually look into this a little you find that these "" tolerant and caring"" religious people was running these schools like they where in Saudi Arabia. That is all fine as long as your not a female. But hey, if your a male who likes little girls to shut up and know their place then of course it is all about the letter stupid.","If you actually look into this a little you find that these “ tolerant and caring” religious people was running these schools like they where in Saudi Arabia. That is all fine as long as your not a female. 
But hey, if your a male who likes little girls to shut up and know their place then of course it is all about the letter stupid."
56,GreenstarBlueStar,20221020T161125,1,Programming,"We were there was dreadfully boring and filled with propaganda. So tired of everything the NYT puts out to convince people to hate, to grip tightly the establishments one and only narrative, and the suggestion anyone off the mainstream narrative is a bumbling idiot. Please don't fall for this. You're either aware of the programming, or you're programmed.","We were there was dreadfully boring and filled with propaganda. So tired of everything the NYT puts out to convince people to hate, to grip tightly the establishments one and only narrative, and the suggestion anyone off the mainstream narrative is a bumbling idiot. Please don’t fall for this. You’re either aware of the programming, or you’re programmed."
58,Hotel Kilo,20221019T180719,1,Lack Of Investigative Journalism,"I was truly impressed with the first couple of seasons of serial! Sarah did a great job diving into and researching those cases. However, these last few episodes ""We were three"" lost all credibility when it reported about Covid and the treatments for Covid and the comments made about those drug treatments. Yet, the reporter didn't state a single fact, didn't reference a single study done regarding these treatments, didn't reference any studies done on vaccines, or anything medical findings in relation to proof of statement they were making about Covid treatments! It's sad to see the New York Times is still stuck on one side and not able to look at all the evidence before reporting on important subjects like Covid. I have a book I can refer you to if you'd like that is full of pages and pages and pages of numbers, studies, that prove your podcast had many inaccuracies! I truly hope Serial gets back to doing what it does best which is reporting and telling stories about those wrongfully convicted and explaining these mysterious criminal cases!","I was truly impressed with the first couple of seasons of serial! Sarah did a great job diving into and researching those cases. However, these last few episodes “We were three” lost all credibility when it reported about Covid and the treatments for Covid and the comments made about those drug treatments. Yet, the reporter didn’t state a single fact, didn’t reference a single study done regarding these treatments, didn’t reference any studies done on vaccines, or anything medical findings in relation to proof of statement they were making about Covid treatments! It’s sad to see the New York Times is still stuck on one side and not able to look at all the evidence before reporting on important subjects like Covid. I have a book I can refer you to if you’d like that is full of pages and pages and pages of numbers, studies, that prove your podcast had many inaccuracies! I truly hope Serial gets back to doing what it does best which is reporting and telling stories about those wrongfully convicted and explaining these mysterious criminal cases!"
59,A22345mc,20221019T134018,1,We Were Boring,"We were three is terrible. Don't bother, it's boring and pointless. Such a shame because previous seasons were intriguing.","We were three is terrible. Don’t bother, it’s boring and pointless. Such a shame because previous seasons were intriguing."
62,HollyNLib18,20221018T192358,1,Woke Propaganda,Covid scare tactics. Deleted.,"Covid scare tactics. 

Deleted."
65,IveHadBetterWSJ,20221017T183735,2,Quality Dropping Off,"I've listened to all of Serial's series. While the storytelling is as good as ever, the quality of the stories they present has really dropped off. The ""Trojan Horse Affair"" felt like a very long winded way to say ""We didn't really find any smoking guns, but we think some people might be racist"". Is there supposed to be a point to ""We Were Three"" beyond a human interest story?","I’ve listened to all of Serial’s series. While the storytelling is as good as ever, the quality of the stories they present has really dropped off. The “Trojan Horse Affair” felt like a very long winded way to say “We didn’t really find any smoking guns, but we think some people might be racist”. Is there supposed to be a point to “We Were Three” beyond a human interest story?"
66,GigiAunt,20221017T180646,1,Way Too Far Left,"Season 1 was fantastic. Unfortunately though, this podcast has gone radically left in the years since. Season 3 was literally cringe. Unsubscribed.","Season 1 was fantastic. Unfortunately though, this podcast has gone radically left in the years since. Season 3 was literally cringe. Unsubscribed."
67,Bashkingy G & T,20221017T171249,1,Implied Misinformation. Already Old News.,"My eyes are opened to the mid-information this channel implies. Your brother did not die from Covid. The virus was gone after 7 days. He died from the side effects of Covid and that is due to his own neglect for his health. It sounds like the Covid cause a reaction in his lungs and gave him issues. And since he felt he did not have health insurance or money to be treated, he's at the lung condition gone too long. I agree that Resdemevir had a high rate of killing him. And yes look it up, the hospitals did get a bonus for patients that were put on a respirator or ventilator. Too much bad information here. You will have to do an update since more and more is coming out that most of what you put here is implied misinformation. I am very disappointed that this channel has gone in this direction. I enjoy a few of your other stories but now I will listen with suspicion. You are not a true story outlet.","My eyes are opened to the mid-information this channel implies.  Your brother did not die from Covid.  The virus was gone after 7 days. He died from the side effects of Covid and that is due to his own neglect for his health. It sounds like the Covid cause a reaction in his lungs and gave him issues. And since he felt he did not have health insurance or money to be treated, he's at the lung condition gone too long.  I agree that Resdemevir had a high rate of killing him. And yes look it up, the hospitals did get a bonus for patients that were put on a respirator or ventilator. Too much bad information here. You will have to do an update since more and more is coming out that most of what you put here is implied misinformation. I am very disappointed that this channel has gone in this direction. I enjoy a few of your other stories but now I will listen with suspicion.  You are not a true story outlet."
68,Vgs2oc,20221017T021141,1,We Were Boring,The We Were Three podcast may be one of the most boring and pointless podcasts I've ever listened to. There was absolutely nothing interesting about this story and I'm perplexed as to why anyone thought this family would be a good subject for a three episode long podcast. Especially coming from Serial as it's earlier seasons are some of my favorite podcasts ever. But this latest season is a huge and disappointing miss.,The We Were Three podcast may be one of the most boring and pointless podcasts I’ve ever listened to. There was absolutely nothing interesting about this story and I’m perplexed as to why anyone thought this family would be a good subject for a three episode long podcast. Especially coming from Serial as it’s earlier seasons are some of my favorite podcasts ever. But this latest season is a huge and disappointing miss.
69,JenieRenee,20221016T173046,1,Heartbreaking All The Way Around!,"Media and Leadership are responsible for pinning this family apart just as they did with the entire world. Unvaccinated were punished even called racist and some forced to take it to only be left with long term side side effects and even deaths. Only to find out the vaccine was never tested for transmission. In other words stopping you from giving Covid to others! So what the authorities told us about stopping the spread with a jab, was a lie. So many responsible from Crimes against Humanity. There is a huge story for you!","Media and Leadership are responsible for pinning this family apart just as they did with the entire world. Unvaccinated were punished even called racist and some forced to take it to only be left with long term side side effects and even deaths. Only to find out the vaccine was never tested for transmission. In other words stopping you from giving Covid to others!! So what the authorities told us about stopping the spread with a jab, was a lie. So many responsible from Crimes against Humanity. There is a huge story for you!"
70,Hkrem,20221016T172942,1,Woke Trash,This podcast was good for one season and now it's just liberal propaganda. Skip this if you have a brain.,This podcast was good for one season & now it’s just liberal propaganda. Skip this if you have a brain.
71,Jill and Stuff,20221016T150955,1,Explain,Someone please explain this podcast to me I don't understand how you could have so many feelings for a father who treated you so poorly and a brother who was so ignorant. How do you blame a house for your brother not still being alive when he is the one who spread the lies that ultimately killed your father and yet your father was not smart enough to overcome those lies? Your brother was so obviously mentally ill and did not get help for it so who's fault is that your father's or his? Serial it's not made a good podcast since S town.,Someone please explain this podcast to me I don’t understand how you could have so many feelings for a father who treated you so poorly and a brother who was so ignorant.   How do you blame a house for your brother not still being alive when he is the one who spread the lies that ultimately killed your father and yet your father was not smart enough to overcome those lies?  Your brother was so obviously mentally ill and did not get help for it so who’s fault is that your father‘s or his?  Serial it’s not made a good podcast since S town.
73,Badarama,20221016T001512,1,What Did I Just Listened To?,I was hoping it would get better so I kept listening but I just wasted 3 hours of my life. My fault for giving it a chance.,I was hoping it would get better so I kept listening but I just wasted 3 hours of my life. My fault for giving it a chance.
75,Chilakegirl,20221015T200952,1,Sort Of A Hateful Story,It was a bait and switch from the premise and the family in this story is horrible. Especially Rachel. And the narrator tries to blame the country for the family's problems when they were all their own making!,It was a bait and switch from the premise and the family in this story is horrible. Especially Rachel. And the narrator tries to blame the country for the family’s problems when they were all their own making!
78,OUgilly,20221014T183025,1,We Were Three,"I have enjoyed Serial but what was the point of this. What a waste of energy, at least I multitasked so I didn't totally waste the time but I have less brain cells after listening to this season.","I have enjoyed Serial but what was the point of this. What a waste of energy, at least I multitasked so I didn’t totally waste the time but I have less brain cells after listening to this season."
79,Muse11674,20221014T144113,1,Season One Good,Season three.. are you kidding me? A podcast about covid.. :face_with_rolling_eyes: this is ridiculous. Deleting this. Not everyone died from covid! Some did! Stop spreading more fear! This podcast is gross!,Season three.. are you kidding me? A podcast about covid.. 🙄 this is ridiculous. Deleting this. Not everyone died from covid! Some did! Stop spreading more fear! This podcast is gross!
82,feeecoin,20221013T195227,1,Shallow,Boring. Sheltered kid programming.,Boring. Sheltered kid programming.
84,Jdog81696,20221013T165232,1,Biased,Way too liberal for me. You'd think that a podcast could steer away from leaning one way or the other.,Way too liberal for me. You'd think that a podcast could steer away from leaning one way or the other.
86,Leelee7177,20221013T155305,1,We Were Three,This is a complete far left attempt to promote vaccines and medications that killed thousands. I am sorry for the loss of Rachel's family members but this is a pathetic attempt to push vaccines and Remdesivir. How about a story on vaccine injuries or how much hospitals get paid bonus for putting people on vents or better yet people that die from covid. WAKE UP!,This is a complete far left attempt to promote vaccines and medications that killed thousands. I am sorry for the loss of Rachel’s family members but this is a pathetic attempt to push vaccines and Remdesivir. How about a story on vaccine injuries or how much hospitals get paid bonus for putting people on vents or better yet people that die from covid. WAKE UP!
88,SaraTheWeeze,20221013T132147,1,Leftist Garbage,The title says it all. Take a listen and you'll see the leftist woke B. S. they spew. China loving communist.,The title says it all. Take a listen and you’ll see the leftist woke B. S. they spew. China loving communist.
92,Kadence404,20221012T043850,1,Sarah Koenig Lacks Journalistic Ethics,"The fact serial never updated any aspect of season 1 until Adnand's release is gross. So much of what was critical to the narrative presented in season 1 has since been debunked (see cellphone records) and there were major holes in what was covered. It's one thing if you never go back and add disclaimers or updates to the original show. But to release an update episode covering adnand's release without addressing any of the original shortcomings or failures is aggravating. Serial had nothing to do with his release, it actually did him no favors. Sarah presents herself as a journalist, but I think it's obvious in hindsight that the original season was presented with intentional ambiguity to engage listeners. Plus season 2 was BORING and season 3 was even worse. I give serial no credit for season 4, that was an NYT project done by actual journalists and I listened to it in its own feed because I refuse to give this feed my listens. Sarah, you are the worst. Please don't make any more podcasts.","The fact serial never updated any aspect of season 1 until Adnand’s release is gross. So much of what was critical to the narrative presented in season 1 has since been debunked (see cellphone records) and there were major holes in what was covered. It’s one thing if you never go back and add disclaimers or updates to the original show. But to release an update episode covering adnand’s release without addressing any of the original shortcomings or failures is aggravating. Serial had nothing to do with his release, it actually did him no favors. Sarah presents herself as a journalist, but I think it’s obvious in hindsight that the original season was presented with intentional ambiguity to engage listeners.
Plus season 2 was BORING and season 3 was even worse. I give serial no credit for season 4, that was an NYT project done by actual journalists and I listened to it in its own feed because I refuse to give this feed my listens. Sarah, you are the worst. Please don’t make any more podcasts."
95,ThisPodcastSucks12,20221011T214620,1,Storytelling Not Fact Finding.,Sarah Koening had a lady boner and told a story with less than complete or impartial reporting.,Sarah Koening had a lady boner and told a story with less than complete or impartial reporting.
96,417detailer,20221007T105957,1,"Adnan Did It, Put Him Back In Prison",There's no way he didn't do it.. he needs to be put back in prison where he belongs,There’s no way he didn’t do it.. he needs to be put back in prison where he belongs
98,Qwertysump,20221005T172629,1,Trash,"Absolute one sided garbage. Completely misrepresented the evidence. Absolutely cringy how far she'll take a murderer's side and twist/ omit the evidence. The cell phone tower piece infuriates me. Cross reference these claims, if anyone is lucky enough to read this review.","Absolute one sided garbage. Completely misrepresented the evidence. Absolutely cringy how far she’ll take a murderer’s side and twist/ omit the evidence. 

The cell phone tower piece infuriates me. Cross reference these claims, if anyone is lucky enough to read this review."
103,OUTKAST_27,20220928T225331,1,"Just The Facts, Ma'Am.","This podcast is so far left leaning you probably have grass stains on the left side of your head. The reason the story jumps around on the top Eli e is because it's obvious he did it if you don't. I guess this podcaster would make a good defense attorney, convincing some idiots that this guy is innocent.","This podcast is so far left leaning you probably have grass stains on the left side of your head.  The reason the story jumps around on the top Eli e is because it’s obvious he did it if you don’t.  I guess this podcaster would make a good defense attorney, convincing some idiots that this guy is innocent."
106,Dc278,20220928T130810,1,Ugh,"Tuned in for the latest 2022 episode. Sarah gets to the part about phone records, which is the main topic that people debate about this case, and she tells us that she's not going to bore us with the details... swing and a miss...","Tuned in for the latest 2022 episode. Sarah gets to the part about phone records, which is the main topic that people debate about this case, and she tells us that she’s not going to bore us with the details… swing and a miss…"
109,MFcreep,20220925T162030,1,Adnan Is Guilty. Murdered Hae,It is insanely obvious that Adnan did it. Justice for HML -poor girl lost her life. No clue why anyone thinks he didn't do it because he did. If he stays out of jail will he do it again?,It is insanely obvious that Adnan did it. Justice for HML -poor girl lost her life. No clue why anyone thinks he didn’t do it because he did. If he stays out of jail will he do it again?
110,Briseis27,20220925T161138,2,Adman Is Out But A Reckoning With Season 1 Is Still Needed,"This is a moral obligation and a responsibility for all who thought it fine to enjoy the pleasure of ""crime tourism"" and did sordid did he or didn't he parlor games, and as long as the storyteller had an npr nyt stamp of approval—it is important for Koenig to bear her share of responsibility for unfair burdens associated with this story","This is a moral obligation and a responsibility for all who thought it fine to enjoy the pleasure of “crime tourism” and did sordid did he or didn’t he parlor games, and as long as the storyteller had an npr nyt stamp of approval—it is important for Koenig to bear her share of responsibility for unfair burdens associated with this story"
