comment,replies,date,user_name
I love your videos. Your videos make me soooo happy and makes me wanna do something productive,[],2016-03-13T04:12:31Z,@kristen5501
"+Lavendaire Thank you Dear for this book! I'm in the middle of it right now and already loving this. As a start up I see so much knowledge and great experience in there that I can learn from  and use :) Her attitude is awesome, the language she uses and the way she explains her choices. Fantastic!",[],2016-03-06T21:16:50Z,@TheArtOfMetalsmithing
"Ooh I like this series of book videos. Great way to summarize for people who may be interested in reading it, and a great way for you to solidify these lessons into your own lifestyle! Thanks Aileen! 💕",[],2016-03-03T19:36:06Z,@Enchantelle
Love your review! :) I just did a review on my channel and it's cool to see the difference between the two. I love your perspective and I love that you shared some cool quotes! Beautiful video :),[],2016-02-17T09:48:16Z,@AndraDorolti
"defo going to give this a read, since the last book review I watched by you changed my life when i bought it! (life changing magic of tidying up) so thankyou! XXXX",[],2016-02-08T13:24:22Z,@Kit-thrift
I loved this book as well! I really like all the points you brought up :) Great job!,[],2016-02-03T05:27:39Z,@BYCARRIE
HOW DO YOU NOT HAVE MILLIONS OF SUBSCRIBERS?!,['+Kayla G. ^_^ 💖'],2016-02-02T01:32:57Z,@KaylaGriffith
Amazing!! Cant believe I only just found your channel. Such an inspiration xx,[],2016-02-01T12:25:18Z,@stylesecretsx
"Thank you for the suggestion, so many good books so little time, looks like I will have to make room in time for another.",[],2016-01-30T22:43:14Z,@lovelife02
"I see that you read a lot of books. Maybe you should try out Goodreads, it's a nice website for archiving all the books that we read, but it's also so much more than that! It would be really fun to follow all the books that you read & your ratings & your ""to be read"" books,... It's just a suggestion tho, I know you have a busy schedule :)

Love this video, I need to read this book soon!",[],2016-01-30T22:08:47Z,@adelagajic5560
great review and overview of the book I'm inspired to read it.,[],2016-01-30T08:41:48Z,@Msdeekay
I like that book and that woman!,[],2016-01-30T07:51:01Z,@moonica5770
"Omg, this book is what I wanted to read:) Thank you for awesome review😊 By the way loving your curled hair xx",[],2016-01-29T12:07:44Z,@kayos9478
"I've been meaning to read this book, but after watching this video, I feel like I need to get my hands on it asap!",[],2016-01-28T15:51:27Z,@CherryWallflower
"Love your channel, so inspiring and peaceful! :D :D :D",[],2016-01-28T14:30:45Z,@florenciafilippa8538
Now I'm going to have to read this book too! I'm working on being an Entrepreneur. You always have great book suggestions!,[],2016-01-28T12:59:42Z,@jacjac8059
Definitely going to read that book now :),[],2016-01-28T10:22:41Z,@BigTimeDreamer25
I've been thinking about reading that book but always put it off for later. Having watched your video on it I've decided that this will be the next book I'll go for. Just have to finish Psycho - Cybernetics first. xD,[],2016-01-28T08:36:09Z,@APreciousMind
Thanks for saving me time to read it!,[],2016-01-28T05:13:45Z,@lilybabybear
I feel like going out and buy this book,[],2016-01-28T00:28:30Z,@pastelone
Great review! 😀😀,[],2016-01-28T00:10:35Z,@racheharrison5122
So motivating & inspiring. Love the quotes & the word GirlBoss! Yasssss! Xx,['😁👊🏻'],2016-01-27T22:44:26Z,@farri7866
Thank you for this insightful video. I really like it!,[],2016-01-27T22:27:53Z,@Animegorly
"LOVE your review! Thank you, dear!",['💖'],2016-01-27T19:43:28Z,@ikonora
I loved Girl Boss she's so funny and witty in it :) but I never thought about the lessons from the book haha your video helped me think more about the book,"[':)', 'Who are the characters in the story? Who is the central figure and who is the secondary, I will be happy to detail each character']",2016-01-27T19:19:59Z,@Fancynancytv
I really love the book too lol but I need to finish the last couple chapters LOL,[],2016-01-27T19:08:36Z,@Evelyn3699
"I know this isn't about the book, but I can't help but wonder what lipstick you are wearing? It looks really nice!","[""Thanks, it's LA Girl lip liner in Natural""]",2016-01-27T19:08:09Z,@mondegreen3119
"I swear you read everything i've read or want to read. This book is on my list for books to read in 2016, thanks for sharing your lessons! :-)",['😽'],2016-01-27T18:26:32Z,@AnastasiaWeeks
Awesome video Aeelin!! I'm dying to read #GirlBoss I hope I can find it  in spanish soon. :3,[],2016-01-27T18:11:33Z,@alexnajera4812
Good stuff!! :),[],2016-01-27T18:05:15Z,@samanthalindsy
"Very inspiring video, thanks.",[],2016-01-27T18:03:10Z,@tubacar2153
I love these videos. So excited to read the book now,[],2016-01-27T17:39:33Z,@sfarsta
"Love this video! Please pleaaaaase do more of these types of videos! 
You are such a lovely and inspiring ""girl boss""😉😍",['Yay! And thank you 😘'],2016-01-27T17:29:14Z,@ayatabuagla1772
wow amazing video.. I will read it.. thanks :),[],2016-01-27T17:20:40Z,@smejkova22
"Love #GIRLBOSS! Would love to see more videos like this!
Also recommend You Are A Badass and Alex Ikonn's video for some career/life inspiration!",['Yay! And thanks for the recs'],2016-01-27T16:48:27Z,@Erica-vy7ol
This is such a nice and informative video! Thanks for this! I love your lip color too! What color and brand is that?,"[""Thanks! It's a lip liner by LA Girl in Natural""]",2016-01-27T16:45:20Z,@EunLee0113
"You definietely look better with straight and shorter hair, but anyway you're pretty :) 

PS Great tips!",[],2016-01-27T16:29:56Z,@BeFantasy
I've been dying to read this book for awhile. Glad to know your insight on the book!,"['Loving that hair btw!! ❤❤', '+annaelle 💕💕', ""Go to audible.com/hair and get a free trial of audible and you can listen on there like I'm doing""]",2016-01-27T16:23:37Z,@ItsAnnaelle
Love this!! Reminds me of a grown up version of Reading Rainbow. ,['Haha! Thank you :)'],2016-01-27T15:13:08Z,@princessmorebucks
Loved the 'review'.. and your hair looks amazing!,['Thank you dear xx'],2016-01-27T15:07:07Z,@jurochavieira
