comment	replies
You forgot to mention why most women give up climbing the corporate ladder during the midfle of their careers. Because a lot of them choose to have a family at that time and decide to work less. It's been proven in studies, and it isn't always necessarily because of their gender.	[]
Living single and Girlfriends truly inspired me growing up. Loved seeing all those women enjoying freedom and independence	[]
I was thinking about the character of Patry Hewes in Damages only to realize it would have been the third character in your clip with Glenn Close. Why is it that they always give these roles to her?	[]
Part of having more women in boss level is with having paid maternity leave... many women having to have to choose between having children or career. Don’t tell me women are not bing punish by having to take off few weeks or even months to have children	[]
I wanna watch living single!	[]
Great video!	[]
So fascinating. There could be an entire college Seminare on this topic.	[]
The Law? In the UK more trainee lawyers are women. However that’s not translated to Barristers yet. By sheer numbers though that’s likely to changer or at least get better.	[]
I literally watched fatal attraction last night. Wtf world?	[]
2:51 what's that?	[]
Woman boss....not girl boss	[]
"A nice book about the topic is ""A good time to be a girl"" by Helena Morrissey. 
Morissey talks (besides other topics) about embracing your femininity while being a business woman."	[]
I LOVE this new series and Lindsay. This is so good.	[]
"Same for men, it comes at these expenses :)  but women get more attacked for it, cause society still expects them to be domestic creatures.  good mothers as for men..., not really.

the idea of a good father was only invented 30 years ago. 
Marriage Story"	"[""The being a good father story is still, hey be a good father when you have time. You work hard, it's ok if you do not share the domestics.""]"
I think a big reason why you have the double standard of women having to give up family to have a career while men are able to have both is that women tend to not be attracted to men who make less money than they do. One person usually has to be the primary moneymaker while the other parent has to be the primary childcare giver and women tend to lose attraction for men who take on the primary domestic role. The husband picks up on that loss of attraction and it causes stress in the marriage.	"[""That is a load of alt-right bullcrap.  That is not reality at all. But it's one of the myths that is perpetuated so that guys do not share the load of at home."", '@@NathanWubs https://www.marieclaire.com/sex-love/advice/a234/beta-husband/\n\nhttps://nypost.com/2019/09/06/broke-men-are-hurting-american-womens-marriage-prospects/\n\nhttps://onlinelibrary.wiley.com/doi/abs/10.1111/jomf.12372\n\nhttps://www.marketwatch.com/story/rich-women-like-rich-men-and-rich-men-like-slender-women-2015-09-28']"
For me, Leslie Knope is a great #girlboss You guys should check out the video The Take did about her!	[]
First of all I have to admit that when I hear Girl Boss I just think of early seventies Japanese Girl Gang movies. That being said I wonder if some of this is due to years of men being told to defined themselves by their work and nothing matters more than that pay check, while women are told the impotence of having and raising children. I often think about the differences males and females,  such as often when someone is hurt or unwell  males will pretty much ignore the person while more often that not females will care about said persons well being. I often think of my dad who when I got injured such as scrap a knee or get a cut his response always (in dry dark humor)  do you want to cut it off. Mom of course was the opposite and help me deal with the injure.	"[""toxic masculinity stems for the systematic culture that surrounds us. Which indeed tells men need to do x, be x, cannot show feelings unless it's anger and super confidence, etc.""]"
"The issue for me is that we continue to define success in the parameters of a materialist and shallow capitalist society which glorifies recognition or fame, wealth and upper class privilege. 
Why should anyone, women or men, put a premium on sacrificing our time and family for these kind of returns. Our values are often warped. We are expected to use, consume without conscience and approve, even if apathetically, exploitive industries and methods. Not just to blue collar or oversea workers but to even the close around us. 

Women aspire to success within their career which can be good or bad depending on where your values are compromised. There's nothing wrong with opting to not have children but sacrificing all meaningful human relationships for your career will only make you unhappy and is a poor representation of a full and balanced life. That goes for any human being. However there's also something to be said about doing meaningful work, it just shouldn't be scrutinized on the basis of making money or being successful in a certain kind of way that is praised in our society. 

For myself, creating a meaningful life is about balance. Recognizing values require responsibility to the duties that feed those values. Unfortunately, household duties or familial relational duties and the emotional work that it requires as well as the practical, is often demeaned as unimportant compared to making money or acquiring accolades in public life. We continue to see the household (our home where we nourish and rest) and children as burdens to split instead of things to cherish. Perhaps it is the patriarchal influence that we still define these by. 

We should want to put time in with family and relationships, seeking after work that makes a qualitative difference for others and inspires you to think beyond yourself and your accumulation. Conscious exploration of your interests and loves. 
You really do have to constantly pull back here and give there and then the next moment give there and pull back here. You can't have it all in equal measures, it's about constantly readjusting. We only have so much time and ourselves to give so you have to choose wisely.

The honest situation is that societal and cultural expectations are what shape our experience and instead of consciously deciding, we fall into the grooves of these expectations. Men are pressured to be breadwinners over being caretakers and vice versa for women. But carving out your own path in regards to these shouldn't be formulaic.
 My mother was the primary breadwinner and my father often took care of us. Not in a way that demeaned either one of them to be chained to that. And roles changed over years with my mother being able to have more the with us in other parts of our lives. I never thought that one person did one thing in our family. We all did caretaking, chores, shared financial responsibilities. However, in my life with my partner, we have had to mix up roles in a more traditional way because we have different circumstances. Still okay. I'm living the life we chose together and that's the most important thing."	[]
"""we can't pretend on a whole that the whole family vs career is a construct because the reality is in most cases it is harder for women to find that balance, 
but at the same time pursuing your dreams and becoming a leader in your field doesn't mean that women should copy the toxic behavior of their male counterparts. yes girlbosses are 'still building their empire' 
*but the thing about that is that no empire was built on stepping on anybody else, and that is rather a patriarchal approach to power.* so perhaps, that's a blueprint we should consider throwing away altogether."""	[]
I feel immense pressure by the #girlboss movement to be extremely successful, independent, smart, interesting and of course beautiful. Obviously I think it’s great that we’re doing progress, but what if I can’t or don’t want to be all those things at the same time? I’m a human, not a robot.	[]
The fact that Living Single is getting the belated respect is proof that show is should be head and shoulders above The Cosby Show.	[]
The huge majority of the gap comes from difference in choices between men and women. This includes business.	[]
"""Worst still, unmaternal."" Seriously the most breeder sentence I've heard all week."	[]
I am an actual “girlboss” and moved up the ladder but for some reason have always disliked all the “girlboss” “bossbabe” merchandise. It made me cringe but I couldn’t pinpoint the feeling, just made me feel like we need to normalize women being bosses. This is a real throughout rationalization of all the merch available.	"['I feel you. My sister bought me some weird ""#girlboss"" fridge magnets when I got my last promotion and I\'ve never felt more ooky about a gift in my life']"
uwu lindsey<3	[]
Wow you touched everything	[]
This was so great... like an essay, except with pics and stuff! Very informative. I learned a lot, and it gave me quite a bit to think about! Thank you for this! Brava! Keep em coming!	[]
I must say I enjoy how not radical top comments are. No screaming at capitalism or plain man-hate but actually interesting comments and views and thoughts.	[]
I just had to write down your tv references! Totally checking them out!	[]
Lindsay Ellis is one of my favorite YouTubers! I'm happy that you brought her on	[]
"Yes! Ignoring the fact that ""working hard"" is all you need and that there are no societal obstacles."	[]
"I absolutely agree on everthing said here, but please let us not forget, that ""having it all"" is by far not everyone's goal. I've been laletly feeling some shame toward woman who don't pursue the girl boss lifestyle. From early age I've been expected to aspire working in science or law, make that money and live the career life. Does my wish to live a stereotypically ""female"" role make me a bad women or an anti-feminist? I don't think so.


I am a white, cis womam in my 20ties and I do want to work in a social field even if it won't made me rich and have children, may not work for some years to spend time with my kids and then hopefully go back working at least half-time and live a quiet life (with a loving husband, hopefully). I'm not a conservative, religious person, that's just me and I do believe that there are quite some women out there feeling similarly"	[]
hahahah weekend penis	[]
I mostly agree with your points, but I feel like rather than having more likable female CEOs in media we should stop having any likable CEOs period.	"[""What's the point of that? CEOs are still human and some are even - gasp! - likeable.\n\nI would much rather see a large range of characters.""]"
"This is very much the pattern that women in the Soviet Union dealt with. Women and men were equal in the workplace, but we're then expected to also do all the things at home.

It's why feminism got such a bad rep in the former Soviet Union.

Fun fact."	[]
aaaaand it's Lindsay! What a pleasent surprise! That makes it even better!!! <3	[]
Thank you,  so helpful!	[]
I just found out that Half and Half is a spin-off of Living Single. #themoreyouknow	[]
"I don't know if Mad Men is a good example.

It is a show that started 2007 about the 1960s. The social mores of that time as well as the struggles for women (especially Peggy) and minorities in the business is not portrayed as a given but as deeply flawed and concerning.


Also Peggy could have gone with Duck Phillips to move up."	[]
The fact that this video brought up both Living Single AND Half&Half is nothing short of incredible	[]
Really great tv show comparisons to bring unhinge your point. Very relatable. Love these episodes, hope they continue past January.	[]
THISISMYFIGHTSO--	[]
I listended to the audiobook version of #Girlboss and it was so cringe. So, so cringe.	[]
Female empowerment is fine in the Philippines, living here and working here most of our leaders are women, were surrounded by women	[]
Great video! Tried searching the comments for the intro music, but couldn’t find anything. Does anyone know?	[]
I love this series, am thrilled to have Lindsay guest hosting, and want to reach as wide an audience as possible, so in that spirit, here's a candid anecdote: Even though I knew Lindsay was going to be hosting in the future, I didn't know this was one of her episodes, and the thumbnail didn't sell me enough to click. I only came back once Lindsay's Patreon sent an e-mail letting me know what this series was. Maybe consider changing up the thumbnail, putting her name and/or picture on the thumb, and maybe something in the title about what series this is? The retro aesthetic of the title really didn't draw me in, and usually the TFD style is pretty effective at drawing my attention - could just be me, of course! Keep up the great work, all of you at TFD and Lindsay Ellis Co.!	[]
"""No empire was ever built without stepping on someone else."" Well said"	['They all were actually. ;)', '@@rosacentifollia right?', 'Daaaaamn']
So White Boomer Late Stage Capitalism? I hope for more girl anarchists! Dismantle unjust hierarchies of the greedy Bourgeois. Trade that mug for a Moltov Mimosas. Nice essay Lindsay.	[]
Lindsey I miss your channel, omg!	[]
Love Lindsay Ellis, but also love Princess Weekes and her Mary Sue articles, awesome to see these two working together!	[]
Hell yeah, Mad Men and Living Single!!	[]
"The opportunity gap definitely exists... Insecure seems interesting! I’ll have to watch that.
When we pursue career success, it’s harder to do so than it is for men. Basically when you strive to have it all, ur often left with nothing. In business, career success is relational and as an attractive young female, you’re less likely to be seen as capable and more likely to be seen as a liability in taking time off to have children or someone they can’t be as comfortable around. For the past decade, I’ve been laser focused on developing my technical and soft skills, and I can’t say that has gotten me far. Pulling all nighters to get something done isn’t something I’ve ever seen my male peers have to do. And in return, I usually get more “busy work”, dull projects, someone else’s job in addition to mine who is entry level, etc. I can’t wait for the day that women aren’t pigeonholed or discriminated in the workforce for their sex. In my career in corporate finance, you’ll find many women as analysts and accountants but few as managers and I’ve yet to meet more than 1 female CFO. And that’s definitely not because women aren’t as good. We aren’t even given opportunities for advancement."	[]
"2:58 How long have women been complaining that men put their careers before their families?  The only difference is that women are the only ones that have wombs+ovaries, and they're on the clock.  Deny all you want, but Mother Nature requires that you make the choice.
3:40 Because they're the sex which typically has more ""compassion"" hormones.
6:41 Oh that pesky uterus.  Have no fear, though: a few generations of the Pill's affect on society means that now there are more women in University.  I foresee  lots more women in the CxO suite in 30 years.
7:08 My former wife ""advocated for herself"" and got a hefty raise.  (Of course, I had to push her to do it, so as to not hear her constantly complain about being so poorly paid while doing so much.)"	[]
Oh look, a liberal feminist that uses cherry picked data and expects people to fit into her idea of what the world should be like....I'm so (not) surprised	[]
"Men in high pressure CEO positions also sacrifice having a good family life. Most often they have a wife who raises the kids and she doesn't work very much outside of that. Theoretically this would also work with a stay at home dad. There is a LARGE stigma against this, it's not all ""poor waman have to do all the child raising"". Men and women look down on men who do the typlical female role. That's why if a woman tries to make it in a high pressure career in the same way a man would she ends up without a family. Not to mention women trend to want to marry men who are more successful than them.

Not all of your points are wrong but I hate this ""only women have it hard"" attitude."	[]
How could you forget Princess Carolyn, whose entire arc is about the balance of work and motherhood?	['Sudev Sen sorry, Bojack Horseman is the most under appreciated show of the decade.']
My two favorite channels together 😭🙌🏻❤️	[]
I much prefer the term GlowGetter {busy and active girl achieving her goals while glowing from the inside out} :P	[]
What do you know? Here be my favorite Youtuber! Thanks for your insight, Lindsay! It's always a joy to see you work!	[]
I love that this already beloved channel introduced me to you 👏🏼	[]
Saw Lindsay Ellis in the thumbnail and clicked *-*	[]
This is my new favorite crossover	[]
OMG! Such a pleasant surprise to see Lindsay here! Huge fan!	[]
Amazing video! Congrats! Love to see a honest evaluation from a very feminist point of view of this stereotipe of the #girlboss!	[]
"Thank you! 
I feel like our modern ""you can have it all, women"" thing really just looks like working constantly, for both no pay (maternity leave, caring for others) and less pay (normal job) while being judged as not good enough for either (because it's working two full time jobs that can't really get all the attention each, and we love judging women for everything)... It looks like a trap unfortunately that only the wealthy can escape. Or if you're in a country that values families and health (paid parental leave, affordable/free childcare and healthcare)."	[]
Lindsay!! I'm so happy to see you bringing your nuanced, beautifully presented discussions of gender and representation to The Financial Diet!	[]
was Lindsey's face not on the thumbnail?	[]
Ironically, I think the best depiction of a woman who “has it all” is Clair Huxtable in the Cosby Show. A successful career as a lawyer, 5 happy, healthy children, and a loving marriage.	"['It’s troublesome that this is what’s considered “having it all”. *All* is different for everyone. Kids, no kids, career, no career, married, not married, etc etc.', ""we see her at a time in her life as a mom with teenagers though. Without her husbands income also she probably wouldn't have good access to childcare that made her career possible to become as successful as she did .""]"
I have taken a hiatus from this channel and youtube for a bit, but damn you guys are delivering! Glad to be back ♥️ Lindsay is my girl.	[]
"THIS is just sooo saaad. If we go on like this the future will be sad too. 

People standing alone or in “pretend”/“must” relationships all fighting for “succes”

Undermining the idea that childcare - is something that you don’t want something that is below. 

It’s exactly what’ some  man did before: ohh yeah childcare is nothing only people who are below want to do it AKA women

Now it’s women who say: 
Yeah you rock it! - if they are career wise successful 

And in many case look down on women who choose family rather.... 
‘You are so petty. I want my OWN life not some crying annoying thing’ 


This is just SAD. That we promote this. This is not “feminism” this is “manism” AKA idealizing men’s traditional role - you know the meme: new way of feminism: wanting to become man.... 

And I’m not even talking about: how late childbirth is a problem - and that in the huge career building you loose many thing - one is your femininity. 

Why can’t feminine things be positive: giving birth, caring about others. 
Why see it as a weakness. Embrace it. Fight for the respect of motherhood.  

Please."	[]
#nomoreempires	[]
Lindsay on the financial diet omg yessssssssss	[]
Another issue I have with the girlboss narrative is that is distorts what a working woman looks like. We need to celebrate working class women. Not just the ones that are executives at problematic corporations. Being an executive at an oil company, for example, isn't a good form of feminism. Women do tend to be more drawn to pro-social careers. Women are more likely to become teachers, nurses, most nonprofits I have experience with are female dominated. These are all careers where someone may have a great impact on the lives of others, but they may not be paid a high salary for it.	"['Also thinking of Coco where the great-great-grandmother started a shoe business that lasted decades after her death and ensures the family stays comfortable because whether the economy falls or rises, people will need shoes.', ""What makes it worse is that because of the tendency to dominate pro-social careers, women are often guilt tripped into doing more and more work for no extra compensation because they're doing it for the kids/sick/underprivileged. It's very exploitative.""]"
You had a lot of interesting and valid points. I've read #GIRLBOSS and I really liked it. I love anything that empowers and motivates people.	[]
Man I swear this video hit it right on the head. I always thought there was something odd with this type of person that people try to emulate.	[]
This was wonderful and had great points! Please, though CW for depictions animal abuse. I was not expecting that clip and I was not prepared to see it. Still, a very good and salient video (:	[]
"Neither men nor women can ""have it all."" You can either do one or two things really well, or you can do several things, but you'll do them badly. Make your choice."	[]
Kind of implies male bosses in fiction are all nice fellows and that portrayals in fiction should be ideals, some sort of educational Sesame Street model characters for how all adults should behave, for adult audiences.	[]
how did no one tell me linsday ellis is doing a series here!	[]
The Financial Diet and Lindsey do a collab!	[]
"Hi, I enjoy this video, just like all of the content from TFD.  However, I wasn't expecting to see an image of a cat being boiled in a pot.  I haven't seen Fatal Attraction, so I didn't know that was coming.   I'm usually not sensitive to violent imagery, but animal abuse really disturbs me.  The clip was very sudden and unexpected in an otherwise innocuous video.    Thank you for all the wonderful, topical, and informative content you create, and I humbly request that you warn viewers before showing potentially upsetting imagery.   I know I'm being ""that person"", so thank you for your patience and understanding when considering my comment."	"[""I think it's a rabbit, isn't it?"", ""@@tugger Yes, I think you might be right.  I got to thinking later that it could have been a rabbit or even a puppy, but I didn't exactly want to go back to check.  -_-'   :P""]"
I’ve always said that a woman CAN have it all, just not at the same time!  There’s nothing wrong with that either, you shouldn’t sacrifice one for the other. But more men need to step it up to take more responsibility at home if the woman is working.	[]
What an awesome change of host!  I've watched your material for  years and still glad to see new stuff	[]
This is such an awesome series! i love it	[]
Looking forward to more episodes from you!	[]
"6:55 ""Individual Contributor Roles"" = non-manager providing their own labor = proletarian"	[]
Not every one  can be, or needs to be in a high-status leadership position to be a strong and worthwhile woman and family and outside-work life should be able to work for women, since it clearly works for many men. But with everyone having so much difficulty moving up in the workforce choices about jobs both are and feel very stark and terribly unjust sacrifices feel necessary for women and everyone else.  Even well before my own generation, I see just so many women who are CLEARLY wired for management and really driven who never get there.  I have no trouble seeing the wage gap and the glass ceilings and sticky floors.  Meanwhile, this whole evil female boss fear is this deeply chilling doom mindset, no mater how we rig our work/home balance. The struggle to feel boss-level control cuts accross all sexes and stripes and creeds, since work is so precarious in general and is a trap for women in particular (and in particular anyone dealing with compound oppression from other stigmatized identities).  The metaphor that seems most impactful here is the one of reality TV, where competition is cutthroat and people struggle simply to remain in the game.  Is there anyone in today's entertainment fiction making it work to have even a little of everything, nevermind having it all?  The possibility seems restricted to TV shows no newer than the 80s.  By all means mention any current TV girl workers who overwhelmingly make it work like that, but I really don't see it.  It's become hard to immagine. And that scares the shit out of me.	[]
LOVE this!!!!	[]
Shared on ever platform I have - THANK YOU for this.	[]
I freaking love Lindsay! Good choice!	[]
I'm a simple woman, I see Lyndsay Ellis's name, I like the video	[]
The #girlboss narrative is very limiting and reductive to the complexities of what women who want to pursue their dreams as well as want families go through.	[]
Welcome! I'm glad to see you here in a shorter format. Your videos on your channel look interesting, but I've never watched one because I don't have 30 minutes. I look forward to the next few weeks.	[]
This video is my fight song	[]
I watched this yesterday and was kinda whatever about it, mostly because I already knew most of this and I didn't really know any of the people/shows referenced. Then an ad for the Vogue editor's masterclass came up on the next video I watched and she seems so collaborative and nothing like the depiction in Devil Wears Prada. And I was like... OOOH that's the point. Thanks for making this! Clearly even those of us who 'get it' need to hear this sometimes 😂	[]
I loved loved loved this video! I got married pretty young at 22 and my husband and I have always been equals in every sense of the word, jobs, chores, (cooking not so much because he doesn't like it but he does the dishes), and just in general the way we treat each other with respect. At one point, I made more money than he did and I know some men are very intimidated by that but he was very proud of me and we just continued to move forward. I think that if a woman wants to start a relationship it is important for her to find someone that will truly respect her and if the relationship feels unequal in any way, you both should talk about it. We can have it all: money, relationship, career and kids. You just have to find the right person to have that with ❤	['sadly most women dont have men like yours . you are blessed']
i LOVE this perspective of analyzing how art informs social perspectives!	[]
Great video!	[]
Shout out to talking about minorities and health.	[]
Thank God I found this channel	[]
Omg the girl boss mug is perfect.	[]
Definitely clicked this video because I thought it would be trashing MLMs again :D	[]
👏👏👏 such a good vid. I’m tired of people (esp fellow women) label men in power as ambitious, charismatic, career driven but female of power as a b***. We need more women uplifting over women. Men didn’t get into position of power by themselves, they did it by uplifting other men.	[]
This was so amazing	[]
My only issue in this video that it took slight jabs at men as if they are main reason why female bosses have such a bad rep in America.  If a man have those toxic qualities, he'll be a bad boss too!  It's our society and our anti-family culture in the work place that makes this crap so pervasive in the work place.  Businesses trying to be super competitive to make short term profits without ever giving a damn will lead a long term downfall.  This heartless business culture often include policies that offshore jobs, decreasing job stability, and lack of government investment in social programs.  As a society, we need to be better and strive to be bosses as  good human beings and not become a greedy evil POS.	[]
This is why it's better to work remotely or online only.	[]
Love this	[]
Lindsey!!!	[]
Nonsensical fallacies: Men vs. Woman. Let's ignore the personal utility involved in making individual choice in regards to choosing family over a career by over generalization  of the wage gap myth. When in doubt, feed the emotionally driven narrative popularized by mass media propaganda posing as entertainment based in reality. It's fiction, folks. How many of you believe that married couples actually slept in separate beds prior to the 1960's? Stupid is as stupid does.	[]
"""...unmaternal....""

I can almost taste the disdain.  I'm a mom and it enrages me that women are always reduced to their maternal traits."	"['Are men reduced to their manly traits?', ""@@RonJohn63 yes, and it's a patriarcal concept as well so i don't know where you are trying to get at..."", ""@@miaumiau679 given our sexual dimorphism and close genetic relation to two other sexually dimorphic and patriarchal species (chimps and gorillas) *could it be* that we've got so many patriarchal concepts because we're a patriarchal species?"", '@@RonJohn63 ok, so, let me analyse this.\nyou believe there is sexism against men (you pointed this out in your first comment)\nbut on your second comment you justify this sexism by making an appeal to nature argument.\nWhat do you really believe in?? Like, do you think that sexism against men is justified because of nature? Or do you believe that sexism against men is wrong but you still want to live in a patriarchal society??', ""@@miaumiau679 the second theory is what most of the men that make sure to #NotAllMen really think; all the guys I know that work against sexism don't feel the need to exclude themselves from the priviledge narrative because they recognize it as it is.""]"
It is more difficult to work for a female boss than a male boss because usually the female boss is more aggressive. They have to be more aggressive than males need to get to the same position as the male boss.	[]
