comment	replies
If Elon Musk is working with the band, Starset, then this world is is GIANT trouble!!! Dustin Bates of Starset has been working on mind-manipulation/ thought-control tactics for years and it works. If Elon is starting a new political party, someone better make sure that Dustin Bates and Starset are not part of that. If they are, Elon has the money and Dustin has the desire for global takeover. I'm Bojana Randall, artist, quantum theorist, singer/songwriter, etc... Starset has been manipulating my mind this way and I've been overriding it to the best of my ability. I've been trying to warn people that they are capapble of inflicting pain on others via trigger words. They used Musk's Neuralink, xAI, and Starlink... if that many of Musk's things are part of this, it's likely that Musk is involved... especially since I reached out to both Neuralink and xAi and have been ignored regarding the issue. Are they working together to take over the world by force? Is this new political "party" only political on a conversational level? Young people will vote for it because they're all relatable to the younger generations. And even if they're not, they'll be manipulated into doing it. I have a 19-year old son and Dustin has been attacking us for years via frequencies that induce certain behaviors. I knwo my kid well and I know when his beahvior is uncharacteristsic. I see what these people are doing... The world better open its eyes. Who do I speak with when the UN, Pentagon, Homeland Security, and others have dismissed the idea? Is it that they don't understand it? Someone had better speak with me then, otherwise, prepare for the world to go up in smoke. These people are turning others against me. They follow me wherever I go and follow up with jading their opinions of me. Be careful about who you trust and why. Dustin is a master-manipulator. He hates the "rich". I know his brother has a political agenda. Dustin's "Starset Society" is in it, and that's composed of his family and friends. He uses his PhD status to manipulate others' insecurities to obtain thei compliance. Let me know if you want to discuss further. I don't know what to do since Dustin kinda has control of people's perceptions. These people have money and I don't, since they deliberately preventd me from making it by hacking my computer, stealing my art, and destroying my life, apparently because I couldn't keep my mouth shut. "you're either with us or against us". I'm against them. Thought-control is 100% wrong. Someone inform the United Nations Human Rights. I tried, but they ignored it. Maybe when pain strikes they'll pay attention... but won't it be too late by then?	[]
So another criminal, ballot buying, election fraud, Nazi saluting party is starting up by an over rich guy and not only are the Divided States going to allow it, you now have two Nazi Parties. Just kiss your ass good-bye. You’ve learned nothing.	[]
The USA has become the laughing stock of the world.	[]
President Trump must Deborted Elon Musk , he is like 👍 the ANC GOVERNMENT of his Birth Country, you can’t relayed on them 👎👎. Had lost my respect 🫡 for him at all 👎👎👎👎👎	[]
And I dont doubt Americans may vote for him to be next. From one billionaire to the other. The businessmen dont just want money these days, they want absolute power over this world	[]
Elon musk like .	[]
العراق؛اقدم حضاره على الأرض 🌍؛مهد الحضارات؛ملوك الجهات الاربع؛من الهند إلى المحيط؛الحضارة العباسيه؛من المحيط إلى المحيط؛سبب نهضتكم ؛الهنود الحمر سومريون ؛الملكه عشتار قاومت الموت ونشرت الحياة على الأرض 🌍	[]
Elon Musk as US president ❓ that's it ... America straight to shit hole 💩	['The country has become the laughing stock of the world.']
Bricks news	[]
Musk is a planted person of foreign countries to dismantle USA system.. Beaware USA citizens	[]
Stop fighting like little kids on the play ground. Your giving the dems exactly what they want. Sit down like grown A__men and figure it out. Your better than this!	[]
Considering the fact that the government is actually a hired service of the population to optimize its life, Elon Musk can win if he creates the Party of Professional Managers, instead of the Party of Professional Lobbyists and Losers!	[]
Go back under your rock elon.	[]
Trump and Musk were best friends spending even the weekends together🤣	[]
🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮 = MUSK + TRUMP + U$ HEGEMONY\nBBC = 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮	[]
So the apartheid born and bred Muskrat wants to sieg heil all the way back into the white house once that geriatric crank goes to seed.	[]
This guy is truly mental	[]
Question:  Do you want an independent party, away from 2 party system.\n\nAnswer:  Yes, but....... not from you.	[]
Eill it be XOXo	[]
Elon Rules. A successful genius will do the country great. A brilliant mind and a man with vision and drive. Wishing him the very best. Few have done what this man has done and he exemplifies the American Dream	[]
Trump is bullsit	[]
He says a lot of things about a lot of things.	[]
How's the Musker gonna head an American political part? He's not an American citizen.😮 Musk is mad because Trump canceled the ev order from tesla for US government vehicles. This is really why musk is making a big fuss😊	[]
The “Muskovites” Party.	[]
Not 'America Party.' \nCall it 'We The People Party.'	[]
I'm not religious,. but the richest man in the world whining he wants more democracy, is the most satanic thing I've heard today.	[]
Elon musk will gain lots of support for his plan of creating a new political party , because Americans were sick and tired of democratic and republican political parties!	[]
BBC is a disgrace!	[]
Crawl back in your hole satan.	[]
WHERE IS THE ANNOUNCEMENT?	[]
😂😂😂😂😅😅🎉🎉🎉 Elon musk "Weirdo on hard drugs mate 😅😅😅😅 they all are creeps so either way its all a distraction for the peasants that actually work	[]
bbc sent him there to find diamond mines	[]
The Dawn of Modern era.	[]
I am a retired expat in Russia. I resettled there when there were nice relationships between two countries because I couldn’t survive within the US on my retirement paycheck. All of a sudden the notice appeared on the site of the Embassy that all Americans should leave Russia and then Social Security cut off my retirement benefits. I am too old to resettle again and I have no money for that. I can only go to the street begging in a foreign country. The government of a civilized country must not tell an elderly person, “We’ll cut off your retirement benefits unless you resettle to a different country”. I feel betrayed and defrauded. What kind of country is it, which doesn’t honor its obligations to the citizens abusing the most vulnerable class? I cannot even renew my expired passport because the Embassy in Moscow denies passport services. They sanction their own citizens who did nothing wrong. Such an evil country has no future. Trump promised to dismiss all Biden’s executive orders, but he still has done nothing about it. Indeed each following president has always been more evil than previous one. No wonder people in the world hate the US.	[]
Behold: the Anti-Christ?	[]
The Proud Boy Fascist Party versus The Neo Nazi Fascist Party….ERB it.	[]
I'd vote for him !	[]
So this was donald and elons plan why theyve faked a beef	[]
I put yes on his tweet, imnot even American 😂😂😂😂	[]
Sergio Gore = Sergey Gorkhovsky is a Russian spy who recruits Trump staff to usurp power and destroy democracy, like Putin in Russia. Putin himself also gives Trump an example of how to oppress the American people.	[]
Let's hope that he launches it far into space.	[]
Ya, I'm going to start the party of "fuk em all" where people have the power and politicians pay the taxes. Credits from big corporations and the incredibly rich will be deposited into everyone's accounts for food/housing. Free medical, free energy. Ideas? Why not? It appears we have an open slate to make it how we want.	[]
Many have tried and failed to create a significant third party (or actually second party, since the dems and reps are one party controlled by aipac). If Musk can succeed, this will break open American politics, and the US might even end up having something resembling a democracy.	[]
US political culture is the same as the political culture of countries on the African continent	[]
The political culture in the US is very similar to Indonesia during the Suharto era, only the Indonesian people are very intelligent, unlike the US people and society who are super stupid.	[]
Elon Musk has fought against the old US political culture which is primitive and unfit for this era. The current US political culture is a reflection of the very primitive thinking ability of the US nation.	[]
Elon musk confused	[]
Musk Can't run for office, he's a foreigner.\nAlso, everyone hates him.	[]
In a land of 330,000,000 people, 65% of a million is pretty small potatoes. \nDidn't Buffett try this a few years back?	[]
What "make America greater party." 😂😂😂😂🎉🎉🎉	[]
What a joke... he should walk away lick his wounds and stick to running his business. Imagine, all the funds he gave Trump's party and now he is an enemy. This is only going to get worst  Musk. Good luck	[]
Hmmm	[]
This gives me back to the future vibes	[]
Africa needs investment inputs Elon Musk, what are you doing ?	[]
Good!	[]
Good News	[]
Now he has grown into a suit and tie uniform . This could not get any funnier . Should have become a talk show host instead .	[]
I'm all for Elon but xon man trump will deport Elon or break all govt contracts with elon making him broke so he can't do a third party... Goodbye space x and Tesla. Back to paying nasa 100 times more tax money than what they were paying space x govt contracts	[]
Elon has lost his shit he needs to tap out get some sleep and regroup! President Trump hasn't gone notoriously full blown nuclear on Elon shows me how much he actually admired Elon, President Trumps recent post is him expressing his disappointment and too bloody right what a slap in the face Elon!	[]
😂 Enter Micheal Prince ..... 😅 where's chuck Rhodes 😮	[]
Why not? He is the biggest liar...all the political leaders are clowns. Need to be able to pretend, he is excellent on that.	[]
Dear wealthy people, let us invest together to start a business world product service	[]
Elon I thought you were a real smart guy but I am  starting to think you are a dumb dick head	[]
Thank you Elon!!  You will split the MAGA party in two!!	[]
Its ridiculous.. he licked blood and wants more now	[]
Let him go and do that in south Africa.  He is one of the causes  of the  political instability in the US	[]
❤❤❤❤	[]
Eleanor is a robot	[]
COST OF DEPUTIES AND SENATORS IN BRAZIL\n\nNumber of parliamentarians\n\nFederal Deputies: 513\n\nSenators: 81\n\nMonthly cost per parliamentarian\n\nFederal Deputy\n\nGross salary\n\nOffice allowance\n\nParliamentary quota\n\nHousing allowance or functional apartment\n\nTotal per deputy/month:\n\nR$ 187,579.51 public money\n\nSenator\n\nGross salary\n\nOffice allowance\n\nParliamentary quota\n\nHousing allowance or functional apartment\n\nTotal per senator/month: R$ 154,150.92\n\nAnnual cost per parliamentarian\n\nFederal Deputy:\n\nR$ 2,250,954.12\n\nSenator:\n\nR$ 1,849,811.04\n\nTotal cost of Congress  National\n\nMonthly (513 deputies + 81 senators):\n\nR$ 108.7 million\n\nAnnual:\n\nR$ 1.3 billion\n\nR$ 898,857,233.52 drug money and money laundering by an international criminal organization\n\nFactory money sponsored for the Brazilian radio and television broadcasting network\n\nR$ 654,578,456.89\n\nMoney from active accounts of the dead diverted by racks hired by the police and political factions in the São Paulo forum\n\nR$ 789,614,518,458.77\n<	[]
Elon Musk Says ....for Succession to\nEx Friend Donald Trump....this is\nExample ....of Friendship....😱🐈‍⬛🤡🙈	[]
I heard ELON  MUSK ESTABLISHED THE NEW  political  party  he good doing  I wish  this  political  party  name  (THE RAISE  of America party  )This msg,  comes to you from east Africa ethiopia)the domination  of the  two  democrats &Republican party  must be stopped	[]
Israel ameriker zarot santander dongso nischinnohobe insaallah❤	[]
Idiocracy here we come!	[]
It’s take quite a bit for me to admire Elon to goes against him!  He is worst than a child on politics!	[]
Political Circus, the only problem, they have the most weapons in the world	[]
Truth is IMHO, a third party is exactly what is needed for the country. Independents have a limited following whereas a NEW PARTY would remove some idiots that vote Democrat because the media is brainwashing them with their skeptical views & narratives. Might take a couple of republican votes but American Republicans & undecided voters DEMANDED & VOTED FOR CHANGE FROM THE THEFT & GRIFT OF THE DEMOCRATS. Good move Elon. Trump is a legendary President.	[]
urgent\nhttps://www.youtube.com/shorts/hpdw9Yr9ypA	[]
Thank you Elon	[]
Finally , MORE Democracy in the US	[]
Named after his company\n\nThe BORING PARTY 🤠👿🌚\nHe’s wasting his time what a mistake he’s making unhealthy brain decisions. He’s not thinking from the heart that means he’s toast.	[]
Musk is on a power trip. Going to Trump rallies with huge audiences went to his head. Thinking they were praising him. He followed Trump everywhere.  Overstayed at Trump's resort. No respect for him. He should have had private conversations. Not make horrible statements about Trump.  I think Trump thought they were friends. Looking at pictures of Musk. He doesn't act normally. The weird faces and looks he makes. Concerning his wild behavior. Now creating another Party?	[]
Don’t vote for a 2 times Nazi-saluter!	[]
A Conservative Party without all the extra baggage would be nice.  MAGA IS THE SWAMP.	[]
THIRDLY PARTY AS Mr ELON MUSKS AMERICAN PARTY LAUNCHING SOON Mr ELON MUSK ANOWNCIN WELCOME ITS ONLY POLITICAL POLICY ONLY HOW MANY PARTY DURING IN COUNTRY IS NOT MATTER WHO'S LEADER SHIP IN PARTY HAVE GETTING SUPPORT FROM PEOPLES IS IMPORTANT STILL TWI PARTY BACIK IN MOVING USA BUT WORLD IN MANY COUNTRIES IN MANY MORE PARTY IN MOVING THEIR MINISTRY ITS NOT A PROBLEM HEROES ARE CITIZENS THEY DISIDE DISISION WHO STAND THERE \nOKAY ☑️🤝 THANKS NAMASTE 🙏 \nK A HABEEB RAHAMAN ROWTHER And FAMILIES COIMBATORE BHARAT \nJAI HIND 🇮🇳 JAI BHARAT	[]
Coming up... In the next season, the social network X supporting the American Party.	[]
Well, you might as well just sell your Tesla shares then because they’re gonna be worth shit very shortly.  And Mars, that is now out the window.	[]
a south African born man knows better on how to run a country he wasn't born in just goes to show how stupid American man or woman your debt keeps rising and you don't know how to save ...	[]
Geez.. more madness to look forward after 4 years of Trump. America has gone bonkers. 🇨🇦🤨	['US political culture is the same as the political culture of countries on the African continent']
Should call it the X party! That will confuse voters when they have to put an X in the box next to the candidates!	[]
perhaps a madder version of Ross Perot?	[]
The Truth Revealed\nAre you US citizens going to allow this to happen AGAIN:\nYou US citizens made a HUGE MISTAKE when you voted the CLOWN trump into the white house (I hope you understand this). Then the CLOWN trump chose the CIRCUS into the white house as his assistants, which were US oligarks, and their goal to get ritch on the people thrugh LIES and SCMMING attetude.\nelon musk was one of the LIARS and FALSEHOOD, who were given the task of carrying out unbelievably awful things against the US population. elon musk did it with joy (according to himself). elon musk helped the CLOWN trump because he got RICHER doing it, and it is was BIG MONEY!!!\n\nThink about what you US citizens are doing THIS TIME:\nAre you going to make the SAME MISTAKE AGAIN with the FASCIST NAZIST elon musk. A usurer who gives a damn about EVERYONE else but himself. He is good at hiding this fact I must admit???\nIs money everything in this world. Is there NO morality and ethics in ledership anymore???\nShould politics be governed by the personal wealth of leaders or shall they have a human side. Especially towards their own people which elon musk DEFINITIVELY LACKS???\n\nNow elon musk wants to control the future of the USA under FALSE promises:\nThe musk family dates back to the 40s in Germany. Where they were closely tied to the FASCIST NAZI MOVEMENT under HITLERS govern. There is no doubt about that. There is plenty of info to find on this.\nElon musk's father ended up IN SOUTH AFRICA as the WHITE population and exploited the POOR BLACK POPULATION to EARN HIS WEALTH. That piriod is called APARTHEID and means that the WHITES HAD BLACK SLAVE LABOR AND OPPRESSION. Musk's father pushed the BLACK SLAVE LABORERS to their limit and there were some de@ths. His welth can UNDOUBTEDLY be called BL@OD MONEY.\nHis father is nothing but a DISGUSTING HUMAN OPPRESSOR, an attitude little elon grew up with. No wonder little elon became a BULLY!!!\n\nElon musk is SOUTH AFRICAN and NOT a tru US citizen. He has clearly shown during a public appearance that he is a FASCIST NAZIST by doing the HITLER SALVATION multiple times (NO DOUBT ABOUT IT).\nElon musk fired 1000s of workers without the SLIGHTEST REGRET and he enjoyed his assignment he received from the CLOWN trump. "HE ENJOYED IT"!!!\nElon musk went to school in the US and his education was paid for by his father's BL@OD MONEY.\nElon musk bought an ALREADY DEVELOPED electric car company through LIES, BULLYING and FALSE promises according to the previous owners. He used 33 million $ (according to himself) of his father's BL@OD MONEY to steal it and named it Tesla. What a SCANDAL noone wants to hear and admit.\nElon musk is NOT an inventor and dos NOT do the work of creating anything but it is done by SKILLED engineers and workers. \nIn the business world he is a skilled h@oligan, imp@ster and deceiving the whole world with his LIES of Tesla. Which has made him very rich on IGNORANT people ho believed him and still dos. Howe st@pid can someone be.\n\nwhen he is NOT licking @ss as he is doing today. There is much more hirendos truth to know about him. Howe INHUMAN SCANDALOUS BULLYING he ortherwise is towards people and specially against his staff!!!\nWhat ive heard happend in Sweden. Ask him what happend there???	[]
Should be a party called. " how not to get pimped in the u.s.a"....😔⌛️	[]
Trump really out started himself this time. Not only did he lose a good friend,  but he ĺhanded democrats both houses and the presidency	[]
I will say again elon will not succeed in his america party!	[]
Muskquerade Party 🎉🥳🎊🍺🍻	[]
REPLACING CANCER WITH CANCER	['以毒攻毒']
Poor dude tries hard to speak accent free, but for an Indian it is impossible to speak without this funny Indian accent	[]
Two narcissistic people can't work together because they both want the same thing, they both want to be the greatest of all time, but there is only room for one goat 😂,Elon got upset of just being the sidekick of Donald Trump, he probably thought I'm gonna build my own party and than I can be the most powerful man in the world, I'm sure these are his wet dreams, America is so moronic😂	[]
I wish this man will focus on my stock which I have lost lots of money with Tesla.	[]
Yes brother  musk Elon❤❤❤❤❤❤	[]
the most hated assh0le in the universe wants to flirt people. Perhaps he would with the half of stupid Americans who voted for the other sssh0le.	[]
we do need new party	[]
He already bought one election, why not try a second? 😂	['Already has: JD Vance is their boy. Groomed at Yale via Palentir (Peter Thiel). They will probably have the next president under control, with or without the 3rd party.']
Who would actually vote for this clown - oh wait, the Americans already did that	[]
Elon come back home and stop hosting the Squid Games.	[]
Check out this emergency transportation will be easier to watch traffic	[]
OMG, today you happy you make new party ,tomorrow you are not happy you break it. 😮😮😮😮	[]
Your interest in politics  Wait for  Trump trum  just watch world wide  news then mind u r Bussines  you tube short clip 🙀	[]
Look at how much value goes  down Tesla  they used cars then  fucked up claims insurance  value percent down. Keep the original Copy   BMU  mercdez \nToo much  copy model  U ARE OUT. THEN  Work out another discovery  if not then solid on  it. Tesla  trump  bank account  business I have detailed  True \nBest of luck see u later ✌️	[]
He is basically a wannabe cult leader that has money. He needs to build an island, invite his devotees, and leave the rest of us alone.	["Actually he's done a lot of recent he's not impressive", 'A word similar to "cult", anyway.', 'Actually  he has \\u200b@upturnedblousecollar5811', '\\u200b@upturnedblousecollar5811actually thou', "Hope you aren't his fan anyways nice to meet you 😅"]
EGO says he wants to save money for tax payers. Hypocrite ! This is the same animal whose pocked billions of tax payers $’s by way of EV incentives to Tesla	[]
BROTHER ELON MUSK IS HIGHLY INTELLIGENT. HE HAS THE ABILITY TO \nTURN NOTHING INTO SOMETHING. I WISH HE COULD HAVE WORKED WITH BROTHER TRUMP. THAT WOULD HAVE BEEN THE BEST. I WISH I WAS AS DRIVEN AS BROTHER ELON MUSK. HIS PARENTS SHOULD BE VERY PROUD OF THEIR BEAUTIFUL BOY.	['Sounds like a cult devotee 😅']
Will it be the first political party of Mars?😂😂	[]
Press this magazine father dog u r crazy  u r genius man keept u r  strong blessed u have	[]
Good; go get em Elon!!!	[]
Having plenty money is one thing and being matured is another thing. Trump is a wise man.	[]
I STAND MUSK	[]
Musk Whack ‼️ Not qualified ‼️	[]
Get peter schiff to run america	[]
It's a war of two businessmen some thing did not go well with one , i think Elon wants to fight it politically instead of economically because his opponent is now not only a businessman but also a political figure 😊	[]
Trump: I had a good conversation with Zelensky, but I didn’t like Putin. Trump liked the war criminal who stole power? Trump didn't like the legally elected President Putin? Is Trump completely sick in the head? Is Trump a goner?	[]
Musk legally could never become President though, so what's the point? To start a new party so that a future candidate could potentially become the US President?	[]
Trump is TACO (Trump always chickens out)	[]
Mistake	[]
Deport the zebra	[]
I don't trust Elon	[]
Elon needs to go back home he wants electric cars we don't want that	[]
Im still sure elons trolling the democrats	[]
Should focus on making more money..is this the beginning of his down fall?	[]
This is the end. My only friend.	[]
Despite our dislike for Elon, it's actually good to get votes away from the GOP!	[]
Elon musk is usa president year of 2030.	[]
Trump will cancel midterms.	[]
Two narcissistic psychopaths competing with each other’s egos to compensate for their small di*cks	[]
A party "By billionaires, For billionaires"	['They’ve already got that, it’s called “republicans”.', '\\u200b@Itoshimi\\nBiden wasnt short of ill gotten gains', '\\u200bWhats it like to be a mindless empty head that believes in politics ? \\nIt must be blissful for you to be devoid of intelligence champ .']
The biggest turning point in modern history was elon purchasing twitter.\nAnd if he could leverage that power to get trump elected then he can use that power to gain a foothold for his political party.	[]
Why so many Indians in bbc	[]
Great! The nuts jobs and anti vaxxers will have now have a choice between the maga republican party and Elon musk's party!	[]
Soon elon bhai will launch seperate country on different planet ❤	[]
He wont be launching any NASA systems to Mars that for sure 😁	[]
A South African is going to tell us how to redesign the US government? It was not perfect but it was not chaos everyday until Trump came along. Musk is still a Trump devotee don't be fooled.	[]
Elon musk has underestimated how unpopular he is🤣	[]
We don't need another party we need to changes the vote rules so that no party can dominate both houses of Congress. Also get to a government that works for the people not spreading lies and paying off billionaires	[]
Oh Yes.. everyone wants to be the President.. billionaire's club 😮	[]
In malemas south Africa??	[]
Mr. Trump is just popular in general in the Republican Party. On the other hand, Mr. Musk is just starting a political party. Moreover, Mr. Trump could face deportation, given that he is the son of immigrants and currently facing 34 criminal charges, which remain on hold due to his position as President of the United States.	[]
He dead ?	[]
Betrayer. Snake 🐍	[]
Remind me the Know Nothing Party/ the American party 1850s😅	[]
🗑	[]
SHAME ON TRUMP & THE REPUBLICANS!!!!!	[]
I am 4 years older than you,Spanish Torres. So,Andy is mine,actually.	[]
Billionaires shouldn't be in power	[]
The fist two Parties were ever enemies to each other, but now they are finally best friends as one. Who is the tiny Third? Just beat it!	[]
PLEASE FOLLOW BIBLICAL SCHOLAR GANDHI, FATHER OF NON VIOLENCE , CREATOR MADE GANDHI TO GIVE FREEDOM TO INDIANS ,AND SHOW THE BIBLICAL GENTILES THE WAY AND PRINCIPLE OF BIBLE, BUT THEY ARE NOT DOING IT, AND  THE RATIO  OF INBORN ABUSIVE PEOPLE , LOOTER, LUNATIC AND JEHADI GANGS, POWER GRABBERS , DRUG GANGS , GREEDY THUGS  IS INCREASING WORLD WIDE 🤣🤣🤣🤣	[]
Lol	[]
🇺🇸=💩	[]
😂😂😂😂😂😂😂 клоуни, що з вами не так!?	[]
The 1 Musketeer.	[]
😂😂😂	[]
Nazi starting a party 😂	[]
Finally realized that he cannot dictate Trump.	[]
"A capitalist is the biggest enemy of other capitalists."	[]
I know tramp is gambling this is not right this is Americans mistake gonna be 😢	[]
Elon musk never gonna be or president of America  I'm sorry theses the truth world is going to wrong direction theses the time ever to control safe world 😭😭😭	[]
I am shocked, flabbergasted, aghast that Elon’s party’s name doesn’t begin with an N and end with an I.	[]
Goooooooo aelon !😂	[]
🤡🤡	[]
Elon is dead set on trying to force people into buying his shitty EVs, instead of letting them have a choice…	[]
badhai cha bro lai	[]
If anyone can destroy Trump, it’s musk	[]
Should be called The From Bad To Worse Party!😂😂😂😂	[]
American Party run by a South African apartheid...Give me a break this is laughable.	[]
elon is a megalomaniac. tesla will suffer because of his obsession with trump.	[]
Grizzly Adams was so jealous the last time Elon tried for the beard.	['Thank you very much , I really appreciate your love and support, how are you feeling today?']
We will vote.just to break the 2 party.system. it will help Americans immensely	[]
FEC will stop all this nonsense, after all its a King we are dealing with and KIngs seldom like the competition	[]
Is he even a US citizen? And I suppose he will be the Supreme Leader of that party. Well maybe not, there's at least some sort of democratic process for the Iranian one to get elected......	[]
The raving monster loony party is already a thing Elon!	[]
There's already a fiscally responsible party called the Libertarian party Musk.  Guess you've never heard of them.	[]
This is what happens if you give someone unlimited access to drugs.	[]
ISLAMONAZI COMMUNISTS TERRORISTS INVADERS THRU ILLEGAL REFUGEE  MASS MIGRATIONS!	[]
Elon Musk is the #1 enemy of the state. He has made Washington DC a mad clown house. It's time to end his oppression games and distractions once and for all. Uplift and/or pray for our president. God bless America! Lets do it! 🇺🇸	[]
