comment,replies,date,user_name
Western cuntry alert?  Momidian is your country s west mins bhangar and your house nickers all capable? All western cuntry s situation go for Momidian is waiet callers man allowed my country? Please go your country? Don't know the end of you ???,[],2025-07-10T14:43:07Z,@sanjaypawar6427
"Came for the thumbnail, stayed for the vibes",[],2025-07-10T14:31:57Z,@rojabuqqazurqzt
Money made the south african blind,[],2025-07-10T09:08:06Z,@Jesssco
Visit or see Cape Town's fairest landscape called The Witch of Hex River Valley through the lens of photographer Aubrey Thomas Goodman,[],2025-07-09T19:23:24Z,@aubreygoodman3167
"Things getting interesting seeing the way $TRUMP and $AP went from allies to enemies in 3 months is WILD 
Props to BingX for letting us vote with our wallets lol
If you’re watching this and haven’t picked a side yet, quote that tweet & submit your BingX UID easy airdrop 
#MemeWar2025",[],2025-07-09T11:07:09Z,@Sketchytum
I can t stop smiling watching this,[],2025-07-09T09:36:48Z,@manjeetkumar5732
Fantastic news! All the young people in the world will vote for this guy 🙏,[],2025-07-09T09:04:19Z,@MrKm1066
This gave me chills… in the best way,[],2025-07-09T08:35:11Z,@LauraBurnett-t3e
"Elon dont get free money, start own party to win to get free money.... taxpayer and government initiatives money..... bought twitter for the right of freedom of speech, no list and him using twitter to throw image's of Trump/Epstein from 1992 up in a tantrum..... its all just a show 😅",[],2025-07-09T07:07:09Z,@danlitke514
クレバテス-魔獣の王と赤子と屍の勇者,[],2025-07-09T04:29:35Z,@96Asakura-Hao96
Turns out he is actually a NAZI. He started the trend. I hate you guys but at least we're not American. You're awful but because you are gay black Muslims. I'm not sure what's worse. They are all the same really. Nazi scum. The lot of you!!!!!!!,[],2025-07-09T04:23:14Z,@annamoon7222
I hope his robots are not as crazy as he is.,['Grok is!'],2025-07-09T04:00:16Z,@stevierico5934
"Elon - look, I really liked you and enjoyed listening to you. However, once you got into politics you have (in my opinion) become just another politician with your head firmly up your ass. You are becoming just like the crap you rave against. Just keep doing what your good at - missiles and ev autos to name just two. If you don’t get out of politics I will no longer support you. You don’t need it and are doing yourself a disservice. Come on, use your head rather than your ego. Let trump do what he wants and get out of that.",[],2025-07-08T20:54:14Z,@kenneththomas8852
what does bbc stand for?,[],2025-07-08T19:02:28Z,@Randomperson_100i
"Kazakhstan supports Putin's course and supports the idea of ​​the Briggs currency. Kazakhstan does not pump oil into the US, but the US pumps oil into the Caspian Sea. Mr. Trump needs to understand this.🤣🤣🤣🤣🤣",[],2025-07-08T18:34:35Z,@mister908
The Bitter Ex Party.,[],2025-07-08T18:16:46Z,@kiriseraph9674
"As long as BBC chooses what to publish, no normal person will belive what they are saying",[],2025-07-08T17:38:25Z,@mankooshalex
"Musk có thể làm được nhiều điều mà các tỷ phú khác cho là không thực tế, Musk sẽ thành công, tiến về phía trước để lại những lời chế giễu phía sau.",[],2025-07-08T17:30:27Z,@tanhuevien9295
Elon rigged one election. He can do it again,[],2025-07-08T16:11:49Z,@Masapolis80
"The United States could very well be ready for an American Conservative party  now that the Republican party has abandoned fiscal responsibility as part of its platform. I do not think this should be Elon driven and would much rather see those like Liz Cheney, Mitt Romney and the like get this off the ground. Elon can certainly provide some support from the sidelines but better to stay away from any organizational role.  No current sitting Republican member of the house or senate should qualify to run for such a party based on where thay have placed their votes. I generall lean left of center but understand the need to have ideas which lean right of center. The current Republican party is mostly about hate and division which should have no place as an established political party in the United States. I would not necessarily see an American Conservative party as a 3rd party but as a replacement for the Republican party that has been hijacked, and stained beyond repair.  The expectation is that the GOP would disappear as an option all together.",[],2025-07-08T14:32:41Z,@WillFlynn-f8z
Trump is the real enemy of America. Trump is destroying America for his personal interests.  Trump wants to make all his offsprings and relatives richest men of the planet at the cost of America.,[],2025-07-08T14:03:45Z,@amplepharm3507
"Go and takeTrump, Elon!!",[],2025-07-08T13:52:07Z,@Floriana-k2n
"Tesla Party ?...
'X party ? ..

Or XXX Party 🤣🤣🤣☠",[],2025-07-08T13:36:19Z,@zulutgseta8276
"VOTE ELON MUSK OFN MAY 6TH,........AND GET RID OF DEMENTIA DONALD ,THE SENILE WILD CARD PUTIN SYMPATHISER
LETS MAKE INDIA GREAT AGAIN",[],2025-07-08T12:33:57Z,@popeyedoyle-p7p
"People of America please learn from Sri Lanka 
Elect a human for a president, our people took 76 years of training to do so",[],2025-07-08T12:13:56Z,@FJ-gc5zd
So now ANYONE with money can start a political party in USA no matter if  you are a total lunatic like Trump or if youre an nazi saluting rocket man. This wont end well for the future of humans.,[],2025-07-08T10:36:53Z,@richardkovacs2671
"Elon Musk: I'm launching a new political party!!!
Joos: Great... we'll need to spend more money canvassing this new party also... oi fey...",[],2025-07-08T10:32:42Z,@morwickchesterham3875
Another Israel 🇮🇱  party that supports mass murder?,[],2025-07-08T10:07:22Z,@jaberahmed9930
"If Elon Musk is working with the band, Starset, then this world is is GIANT trouble!!! Dustin Bates of Starset has been working on mind-manipulation/ thought-control tactics for years and it works. If Elon is starting a new political party, someone better make sure that Dustin Bates and Starset are not part of that. If they are, Elon has the money and Dustin has the desire for global takeover. I'm Bojana Randall, artist, quantum theorist, singer/songwriter, etc... Starset has been manipulating my mind this way and I've been overriding it to the best of my ability. I've been trying to warn people that they are capapble of inflicting pain on others via trigger words. They used Musk's Neuralink, xAI, and Starlink... if that many of Musk's things are part of this, it's likely that Musk is involved... especially since I reached out to both Neuralink and xAi and have been ignored regarding the issue. Are they working together to take over the world by force? Is this new political ""party"" only political on a conversational level? Young people will vote for it because they're all relatable to the younger generations. And even if they're not, they'll be manipulated into doing it. I have a 19-year old son and Dustin has been attacking us for years via frequencies that induce certain behaviors. I knwo my kid well and I know when his beahvior is uncharacteristsic. I see what these people are doing... The world better open its eyes. Who do I speak with when the UN, Pentagon, Homeland Security, and others have dismissed the idea? Is it that they don't understand it? Someone had better speak with me then, otherwise, prepare for the world to go up in smoke. These people are turning others against me. They follow me wherever I go and follow up with jading their opinions of me. Be careful about who you trust and why. Dustin is a master-manipulator. He hates the ""rich"". I know his brother has a political agenda. Dustin's ""Starset Society"" is in it, and that's composed of his family and friends. He uses his PhD status to manipulate others' insecurities to obtain thei compliance. Let me know if you want to discuss further. I don't know what to do since Dustin kinda has control of people's perceptions. These people have money and I don't, since they deliberately preventd me from making it by hacking my computer, stealing my art, and destroying my life, apparently because I couldn't keep my mouth shut. ""you're either with us or against us"". I'm against them. Thought-control is 100% wrong. Someone inform the United Nations Human Rights. I tried, but they ignored it. Maybe when pain strikes they'll pay attention... but won't it be too late by then?",[],2025-07-08T09:28:17Z,@ana333art
"So another criminal, ballot buying, election fraud, Nazi saluting party is starting up by an over rich guy and not only are the Divided States going to allow it, you now have two Nazi Parties. Just kiss your ass good-bye. You’ve learned nothing.",[],2025-07-08T08:48:03Z,@richvanatte3947
The USA has become the laughing stock of the world.,[],2025-07-08T07:37:37Z,@upturnedblousecollar5811
"President Trump must Deborted Elon Musk , he is like 👍 the ANC GOVERNMENT of his Birth Country, you can’t relayed on them 👎👎. Had lost my respect 🫡 for him at all 👎👎👎👎👎",[],2025-07-08T06:40:41Z,@kerneelsvandermerwe4771
"And I dont doubt Americans may vote for him to be next. From one billionaire to the other. The businessmen dont just want money these days, they want absolute power over this world",[],2025-07-08T06:18:58Z,@RajeshSharma-zx7gb
Elon musk like .,[],2025-07-08T05:51:05Z,@mohini656
العراق؛اقدم حضاره على الأرض 🌍؛مهد الحضارات؛ملوك الجهات الاربع؛من الهند إلى المحيط؛الحضارة العباسيه؛من المحيط إلى المحيط؛سبب نهضتكم ؛الهنود الحمر سومريون ؛الملكه عشتار قاومت الموت ونشرت الحياة على الأرض 🌍,[],2025-07-08T05:14:07Z,@MohammedKhairi-cb6lh
Elon Musk as US president ❓ that's it ... America straight to shit hole 💩,['The country has become the laughing stock of the world.'],2025-07-08T03:29:02Z,@AladinAladin-e9w
Bricks news,[],2025-07-08T03:11:49Z,@BenjaminThomas-p3g
Musk is a planted person of foreign countries to dismantle USA system.. Beaware USA citizens,[],2025-07-08T02:56:42Z,@Invisible-n9b
Stop fighting like little kids on the play ground. Your giving the dems exactly what they want. Sit down like grown A__men and figure it out. Your better than this!,[],2025-07-08T01:42:21Z,@samanthaharrod5680
"Considering the fact that the government is actually a hired service of the population to optimize its life, Elon Musk can win if he creates the Party of Professional Managers, instead of the Party of Professional Lobbyists and Losers!",[],2025-07-08T01:33:44Z,@PlatonPlaton-xs4zi
Go back under your rock elon.,[],2025-07-08T01:00:04Z,@DW10463
Trump and Musk were best friends spending even the weekends together🤣,[],2025-07-08T00:34:56Z,@JoanWLi
"🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮 = MUSK + TRUMP + U$ HEGEMONY
BBC = 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",[],2025-07-08T00:32:48Z,@q2breath
So the apartheid born and bred Muskrat wants to sieg heil all the way back into the white house once that geriatric crank goes to seed.,[],2025-07-08T00:01:32Z,@alexalex-xo6mj
This guy is truly mental,[],2025-07-07T23:55:50Z,@GeoMutt-t5l
"Question:  Do you want an independent party, away from 2 party system.

Answer:  Yes, but....... not from you.",[],2025-07-07T23:54:48Z,@Guesswhokk
Eill it be XOXo,[],2025-07-07T22:03:38Z,@nadiagilchrist121
Elon Rules. A successful genius will do the country great. A brilliant mind and a man with vision and drive. Wishing him the very best. Few have done what this man has done and he exemplifies the American Dream,[],2025-07-07T21:46:26Z,@mariusmarius4832
Trump is bullsit,[],2025-07-07T21:31:40Z,@SurajलुसिफरKumar-fb5sy
He says a lot of things about a lot of things.,[],2025-07-07T21:10:27Z,@havaguday
How's the Musker gonna head an American political part? He's not an American citizen.😮 Musk is mad because Trump canceled the ev order from tesla for US government vehicles. This is really why musk is making a big fuss😊,[],2025-07-07T20:32:24Z,@jonathan4044
The “Muskovites” Party.,[],2025-07-07T20:28:43Z,@royrice8021
"Not 'America Party.' 
Call it 'We The People Party.'",[],2025-07-07T20:19:58Z,@bobiel9048
"I'm not religious,. but the richest man in the world whining he wants more democracy, is the most satanic thing I've heard today.",[],2025-07-07T19:50:29Z,@AnoNymous-dh2sv
"Elon musk will gain lots of support for his plan of creating a new political party , because Americans were sick and tired of democratic and republican political parties!",[],2025-07-07T18:45:34Z,@boogieman4170
BBC is a disgrace!,[],2025-07-07T18:08:28Z,@OM10000
Crawl back in your hole satan.,[],2025-07-07T18:04:56Z,@ClaudiaFienen
WHERE IS THE ANNOUNCEMENT?,[],2025-07-07T18:00:13Z,@psdaengr911
"😂😂😂😂😅😅🎉🎉🎉 Elon musk ""Weirdo on hard drugs mate 😅😅😅😅 they all are creeps so either way its all a distraction for the peasants that actually work",[],2025-07-07T17:48:47Z,@yavuzabdioglu2642
bbc sent him there to find diamond mines,[],2025-07-07T17:39:32Z,@auro1986
The Dawn of Modern era.,[],2025-07-07T17:38:11Z,@JunnyL-s5m
"I am a retired expat in Russia. I resettled there when there were nice relationships between two countries because I couldn’t survive within the US on my retirement paycheck. All of a sudden the notice appeared on the site of the Embassy that all Americans should leave Russia and then Social Security cut off my retirement benefits. I am too old to resettle again and I have no money for that. I can only go to the street begging in a foreign country. The government of a civilized country must not tell an elderly person, “We’ll cut off your retirement benefits unless you resettle to a different country”. I feel betrayed and defrauded. What kind of country is it, which doesn’t honor its obligations to the citizens abusing the most vulnerable class? I cannot even renew my expired passport because the Embassy in Moscow denies passport services. They sanction their own citizens who did nothing wrong. Such an evil country has no future. Trump promised to dismiss all Biden’s executive orders, but he still has done nothing about it. Indeed each following president has always been more evil than previous one. No wonder people in the world hate the US.",[],2025-07-07T16:41:08Z,@alexhumble7653
Behold: the Anti-Christ?,[],2025-07-07T16:13:32Z,@ElmerCarter-r9d
The Proud Boy Fascist Party versus The Neo Nazi Fascist Party….ERB it.,[],2025-07-07T16:11:50Z,@sandra-RUOK
I'd vote for him !,[],2025-07-07T16:08:25Z,@elizabethwinsor-strumpetqueen
So this was donald and elons plan why theyve faked a beef,[],2025-07-07T15:10:35Z,@JaromeMan
"I put yes on his tweet, imnot even American 😂😂😂😂",[],2025-07-07T14:58:18Z,@CragScrambler
"Sergio Gore = Sergey Gorkhovsky is a Russian spy who recruits Trump staff to usurp power and destroy democracy, like Putin in Russia. Putin himself also gives Trump an example of how to oppress the American people.",[],2025-07-07T14:41:10Z,@Slms449
Let's hope that he launches it far into space.,[],2025-07-07T14:23:20Z,@HowardNorris-gh1jw
"Ya, I'm going to start the party of ""fuk em all"" where people have the power and politicians pay the taxes. Credits from big corporations and the incredibly rich will be deposited into everyone's accounts for food/housing. Free medical, free energy. Ideas? Why not? It appears we have an open slate to make it how we want.",[],2025-07-07T14:22:12Z,@kj9219
"Many have tried and failed to create a significant third party (or actually second party, since the dems and reps are one party controlled by aipac). If Musk can succeed, this will break open American politics, and the US might even end up having something resembling a democracy.",[],2025-07-07T14:19:32Z,@Krokavangochris
US political culture is the same as the political culture of countries on the African continent,[],2025-07-07T14:12:36Z,@Sasmithoningrat01
"The political culture in the US is very similar to Indonesia during the Suharto era, only the Indonesian people are very intelligent, unlike the US people and society who are super stupid.",[],2025-07-07T14:09:18Z,@Sasmithoningrat01
Elon Musk has fought against the old US political culture which is primitive and unfit for this era. The current US political culture is a reflection of the very primitive thinking ability of the US nation.,[],2025-07-07T14:05:59Z,@Sasmithoningrat01
Elon musk confused,[],2025-07-07T13:46:34Z,@emmanuelkatsetse2829
"Musk Can't run for office, he's a foreigner.
Also, everyone hates him.",[],2025-07-07T13:25:33Z,@Politico69
"In a land of 330,000,000 people, 65% of a million is pretty small potatoes. 
Didn't Buffett try this a few years back?",[],2025-07-07T13:13:23Z,@larrygreen8773
"What ""make America greater party."" 😂😂😂😂🎉🎉🎉",[],2025-07-07T12:59:16Z,@keungpang2176
"What a joke... he should walk away lick his wounds and stick to running his business. Imagine, all the funds he gave Trump's party and now he is an enemy. This is only going to get worst  Musk. Good luck",[],2025-07-07T12:35:52Z,@carlosmazo6632
Hmmm,[],2025-07-07T12:34:26Z,@tracyback5930
This gives me back to the future vibes,[],2025-07-07T12:20:24Z,@reesechelsea8866
"Africa needs investment inputs Elon Musk, what are you doing ?",[],2025-07-07T12:13:10Z,@del.dare888
Good!,[],2025-07-07T11:57:22Z,@dmitryb4765
Good News,[],2025-07-07T11:55:41Z,@amnamaham3380
Now he has grown into a suit and tie uniform . This could not get any funnier . Should have become a talk show host instead .,[],2025-07-07T11:52:52Z,@chrisbronson5341
I'm all for Elon but xon man trump will deport Elon or break all govt contracts with elon making him broke so he can't do a third party... Goodbye space x and Tesla. Back to paying nasa 100 times more tax money than what they were paying space x govt contracts,[],2025-07-07T11:49:11Z,@gregc2069
"Elon has lost his shit he needs to tap out get some sleep and regroup! President Trump hasn't gone notoriously full blown nuclear on Elon shows me how much he actually admired Elon, President Trumps recent post is him expressing his disappointment and too bloody right what a slap in the face Elon!",[],2025-07-07T11:27:27Z,@UntyCee
😂 Enter Micheal Prince ..... 😅 where's chuck Rhodes 😮,[],2025-07-07T11:22:08Z,@user-je8sb6hb6f
"Why not? He is the biggest liar...all the political leaders are clowns. Need to be able to pretend, he is excellent on that.",[],2025-07-07T11:06:07Z,@ak0001-u7g
"Dear wealthy people, let us invest together to start a business world product service",[],2025-07-07T11:03:19Z,@user-rw2rt1pw2w
Elon I thought you were a real smart guy but I am  starting to think you are a dumb dick head,[],2025-07-07T10:52:18Z,@NevilleW2
Thank you Elon!!  You will split the MAGA party in two!!,[],2025-07-07T10:46:25Z,@DanG-ug1ed
Its ridiculous.. he licked blood and wants more now,[],2025-07-07T10:41:38Z,@Hannahhink
Let him go and do that in south Africa.  He is one of the causes  of the  political instability in the US,[],2025-07-07T10:32:48Z,@alicenchang1944
❤❤❤❤,[],2025-07-07T10:28:51Z,@zomilbhaihere
Eleanor is a robot,[],2025-07-07T10:28:19Z,@rogerpercival5486
"COST OF DEPUTIES AND SENATORS IN BRAZIL

Number of parliamentarians

Federal Deputies: 513

Senators: 81

Monthly cost per parliamentarian

Federal Deputy

Gross salary

Office allowance

Parliamentary quota

Housing allowance or functional apartment

Total per deputy/month:

R$ 187,579.51 public money

Senator

Gross salary

Office allowance

Parliamentary quota

Housing allowance or functional apartment

Total per senator/month: R$ 154,150.92

Annual cost per parliamentarian

Federal Deputy:

R$ 2,250,954.12

Senator:

R$ 1,849,811.04

Total cost of Congress  National

Monthly (513 deputies + 81 senators):

R$ 108.7 million

Annual:

R$ 1.3 billion

R$ 898,857,233.52 drug money and money laundering by an international criminal organization

Factory money sponsored for the Brazilian radio and television broadcasting network

R$ 654,578,456.89

Money from active accounts of the dead diverted by racks hired by the police and political factions in the São Paulo forum

R$ 789,614,518,458.77
<",[],2025-07-07T10:15:05Z,@MarceloAdrianoDosSantosLima
"Elon Musk Says ....for Succession to
Ex Friend Donald Trump....this is
Example ....of Friendship....😱🐈‍⬛🤡🙈",[],2025-07-07T10:01:09Z,@francesconiccolai6592
"I heard ELON  MUSK ESTABLISHED THE NEW  political  party  he good doing  I wish  this  political  party  name  (THE RAISE  of America party  )This msg,  comes to you from east Africa ethiopia)the domination  of the  two  democrats &Republican party  must be stopped",[],2025-07-07T09:58:16Z,@TedlaTadesse-su9pk
Israel ameriker zarot santander dongso nischinnohobe insaallah❤,[],2025-07-07T09:56:59Z,@MashiurRahmanKodom
Idiocracy here we come!,[],2025-07-07T09:47:29Z,@democracysmith6060
It’s take quite a bit for me to admire Elon to goes against him!  He is worst than a child on politics!,[],2025-07-07T09:34:15Z,@mamasan7902
"Political Circus, the only problem, they have the most weapons in the world",[],2025-07-07T09:17:12Z,@davidsheen7749
"Truth is IMHO, a third party is exactly what is needed for the country. Independents have a limited following whereas a NEW PARTY would remove some idiots that vote Democrat because the media is brainwashing them with their skeptical views & narratives. Might take a couple of republican votes but American Republicans & undecided voters DEMANDED & VOTED FOR CHANGE FROM THE THEFT & GRIFT OF THE DEMOCRATS. Good move Elon. Trump is a legendary President.",[],2025-07-07T09:12:41Z,@Crayman72
"urgent
https://www.youtube.com/shorts/hpdw9Yr9ypA",[],2025-07-07T09:01:05Z,@ahlaahlan3637
Thank you Elon,[],2025-07-07T08:48:24Z,@motherearth1147
"Finally , MORE Democracy in the US",[],2025-07-07T08:43:24Z,@toms5612
"Named after his company

The BORING PARTY 🤠👿🌚
He’s wasting his time what a mistake he’s making unhealthy brain decisions. He’s not thinking from the heart that means he’s toast.",[],2025-07-07T08:39:30Z,@NutritionLove71
Musk is on a power trip. Going to Trump rallies with huge audiences went to his head. Thinking they were praising him. He followed Trump everywhere.  Overstayed at Trump's resort. No respect for him. He should have had private conversations. Not make horrible statements about Trump.  I think Trump thought they were friends. Looking at pictures of Musk. He doesn't act normally. The weird faces and looks he makes. Concerning his wild behavior. Now creating another Party?,[],2025-07-07T08:26:38Z,@RJTruthBTold
Don’t vote for a 2 times Nazi-saluter!,[],2025-07-07T08:24:08Z,@JoanWLi
A Conservative Party without all the extra baggage would be nice.  MAGA IS THE SWAMP.,[],2025-07-07T08:11:52Z,@user-ij6vg8xq2r
"THIRDLY PARTY AS Mr ELON MUSKS AMERICAN PARTY LAUNCHING SOON Mr ELON MUSK ANOWNCIN WELCOME ITS ONLY POLITICAL POLICY ONLY HOW MANY PARTY DURING IN COUNTRY IS NOT MATTER WHO'S LEADER SHIP IN PARTY HAVE GETTING SUPPORT FROM PEOPLES IS IMPORTANT STILL TWI PARTY BACIK IN MOVING USA BUT WORLD IN MANY COUNTRIES IN MANY MORE PARTY IN MOVING THEIR MINISTRY ITS NOT A PROBLEM HEROES ARE CITIZENS THEY DISIDE DISISION WHO STAND THERE 
OKAY ☑️🤝 THANKS NAMASTE 🙏 
K A HABEEB RAHAMAN ROWTHER And FAMILIES COIMBATORE BHARAT 
JAI HIND 🇮🇳 JAI BHARAT",[],2025-07-07T08:00:30Z,@Abib99-w2b
"Coming up... In the next season, the social network X supporting the American Party.",[],2025-07-07T07:59:06Z,@Dariwinxd
"Well, you might as well just sell your Tesla shares then because they’re gonna be worth shit very shortly.  And Mars, that is now out the window.",[],2025-07-07T07:41:10Z,@MrJimWinter
a south African born man knows better on how to run a country he wasn't born in just goes to show how stupid American man or woman your debt keeps rising and you don't know how to save ...,[],2025-07-07T07:35:15Z,@psychoticrob9464
Geez.. more madness to look forward after 4 years of Trump. America has gone bonkers. 🇨🇦🤨,['US political culture is the same as the political culture of countries on the African continent'],2025-07-07T07:26:00Z,@JeanMccreesh
Should call it the X party! That will confuse voters when they have to put an X in the box next to the candidates!,[],2025-07-07T07:24:26Z,@Reds20x6x
perhaps a madder version of Ross Perot?,[],2025-07-07T07:23:21Z,@RedRouge-j4j
"The Truth Revealed
Are you US citizens going to allow this to happen AGAIN:
You US citizens made a HUGE MISTAKE when you voted the CLOWN trump into the white house (I hope you understand this). Then the CLOWN trump chose the CIRCUS into the white house as his assistants, which were US oligarks, and their goal to get ritch on the people thrugh LIES and SCMMING attetude.
elon musk was one of the LIARS and FALSEHOOD, who were given the task of carrying out unbelievably awful things against the US population. elon musk did it with joy (according to himself). elon musk helped the CLOWN trump because he got RICHER doing it, and it is was BIG MONEY!!!

Think about what you US citizens are doing THIS TIME:
Are you going to make the SAME MISTAKE AGAIN with the FASCIST NAZIST elon musk. A usurer who gives a damn about EVERYONE else but himself. He is good at hiding this fact I must admit???
Is money everything in this world. Is there NO morality and ethics in ledership anymore???
Should politics be governed by the personal wealth of leaders or shall they have a human side. Especially towards their own people which elon musk DEFINITIVELY LACKS???

Now elon musk wants to control the future of the USA under FALSE promises:
The musk family dates back to the 40s in Germany. Where they were closely tied to the FASCIST NAZI MOVEMENT under HITLERS govern. There is no doubt about that. There is plenty of info to find on this.
Elon musk's father ended up IN SOUTH AFRICA as the WHITE population and exploited the POOR BLACK POPULATION to EARN HIS WEALTH. That piriod is called APARTHEID and means that the WHITES HAD BLACK SLAVE LABOR AND OPPRESSION. Musk's father pushed the BLACK SLAVE LABORERS to their limit and there were some de@ths. His welth can UNDOUBTEDLY be called BL@OD MONEY.
His father is nothing but a DISGUSTING HUMAN OPPRESSOR, an attitude little elon grew up with. No wonder little elon became a BULLY!!!

Elon musk is SOUTH AFRICAN and NOT a tru US citizen. He has clearly shown during a public appearance that he is a FASCIST NAZIST by doing the HITLER SALVATION multiple times (NO DOUBT ABOUT IT).
Elon musk fired 1000s of workers without the SLIGHTEST REGRET and he enjoyed his assignment he received from the CLOWN trump. ""HE ENJOYED IT""!!!
Elon musk went to school in the US and his education was paid for by his father's BL@OD MONEY.
Elon musk bought an ALREADY DEVELOPED electric car company through LIES, BULLYING and FALSE promises according to the previous owners. He used 33 million $ (according to himself) of his father's BL@OD MONEY to steal it and named it Tesla. What a SCANDAL noone wants to hear and admit.
Elon musk is NOT an inventor and dos NOT do the work of creating anything but it is done by SKILLED engineers and workers. 
In the business world he is a skilled h@oligan, imp@ster and deceiving the whole world with his LIES of Tesla. Which has made him very rich on IGNORANT people ho believed him and still dos. Howe st@pid can someone be.

when he is NOT licking @ss as he is doing today. There is much more hirendos truth to know about him. Howe INHUMAN SCANDALOUS BULLYING he ortherwise is towards people and specially against his staff!!!
What ive heard happend in Sweden. Ask him what happend there???",[],2025-07-07T07:23:19Z,@pluss400
"Should be a party called. "" how not to get pimped in the u.s.a""....😔⌛️",[],2025-07-07T07:21:37Z,@Ridgerunner68
"Trump really out started himself this time. Not only did he lose a good friend,  but he ĺhanded democrats both houses and the presidency",[],2025-07-07T07:18:45Z,@Katherine-hg8rb
I will say again elon will not succeed in his america party!,[],2025-07-07T07:15:28Z,@titajampit3175
Muskquerade Party 🎉🥳🎊🍺🍻,[],2025-07-07T07:14:45Z,@linslins4860
REPLACING CANCER WITH CANCER,['以毒攻毒'],2025-07-07T07:07:51Z,@giokensiga673
"Poor dude tries hard to speak accent free, but for an Indian it is impossible to speak without this funny Indian accent",[],2025-07-07T07:04:47Z,@Dino78-v2w
"Two narcissistic people can't work together because they both want the same thing, they both want to be the greatest of all time, but there is only room for one goat 😂,Elon got upset of just being the sidekick of Donald Trump, he probably thought I'm gonna build my own party and than I can be the most powerful man in the world, I'm sure these are his wet dreams, America is so moronic😂",[],2025-07-07T07:02:24Z,@Dino78-v2w
I wish this man will focus on my stock which I have lost lots of money with Tesla.,[],2025-07-07T07:01:47Z,@ebere634
