comment,replies,date,user_name
"I dont like how the interviewer questions her... as if she didnt believe her at points. You can tell that she as a victim has always doubted that she is believed and feels she is stupid for allowing this to happen to her. She keeps making excuses for why she was a victim and why she allowed it to happen to her. NO! She was a child. This happened and there is no excuse. They were predators and they were able to do this to more than 1 person. They obviously had a very powerful, authoritative and imposing way about them. There is no way to explain it unless you're there...",[],2025-11-11T14:58:00Z,@clairel1971
Knowing that she’s not here today is so devastating. It’s not right,[],2025-11-11T14:51:05Z,@livalil
"I'm so sorry Virginia what you had too go threw when you where a child and the other evil things after that, being s*trafficked too Epstein and his rich friends.
What your husband did. 
He should be in prison for the abuse you suffered from him.
The justice system in Australia failed you! Taking away your children and made you feel like you had no hope.
Rest In peace.",[],2025-11-11T14:42:44Z,@lunkis3233
"Poor girl, horrible story, disgusting those criminals!

Justice must prevail!",[],2025-11-11T14:40:17Z,@patricia9800
"A billion dollar industry and we are blindsided and kept busy with celebrities,  fake news and trash tv whilst the rich play with the most vulnerable as if the toy of the day.. this poor woman was so courageous and strong for only so long, because abuse takes its toll, no matter the recovery.. sentences should be harsher, no slap on the wrist for any form of it! Release the files...........",[],2025-11-11T14:29:03Z,@trixiekidsclub
"She was a revolter she said it herself she knew what she was doing she even recruited for Jeff happily she wanted money. Why didn’t she release all those elites name ?  The fact is she got her revenge on Andrew with money and degrading his status and still
Got no one other than Jeff and Maxwell so why didn’t she release more ?    These comments are ridiculous giving her pass on being truthful",[],2025-11-11T14:28:23Z,@donaldhuffman4149
"As a professional, I could not sit there with an apathetic, heartless, unsympathetic look on my face as she poured out her feelings. I guess it is because I was molested as a child and never married and never bore children all my life.",[],2025-11-11T14:28:20Z,@Nicole-bj4dv
The fact that they asked Virginia to birth them a child was  so disgusting. I can only imagine what they planned to do to.,[],2025-11-11T14:25:37Z,@YourYTbestie123
Story sounds off....if some of this is true Father was definitely in on it just from the first story...looks like a money grabbed I know that sounds heartless but money makes people do crazy shit😢,[],2025-11-11T14:20:57Z,@memyself7195
R.I.P Virginia,[],2025-11-11T14:19:13Z,@YourYTbestie123
Where is Snowdon? He will give us some names. Come on  hackers!!! Get on it.,[],2025-11-11T14:00:13Z,@susannegionet4355
"You will never be forgotten, Jenna. NEVER.",[],2025-11-11T13:50:27Z,@Mindy-N0-PAB
"The tragedy is that it is a whole group of people who were completely complicit or asleep at the wheel for this young girl.  I can't imagine a father dropping off a 16-year-old girl for a ""massage therapist"" job.  What was he thinking unless he was also paid off?",[],2025-11-11T13:40:19Z,@risenfromthepyre
What an amazing women!  Let’s hold the monster’s accountable!,[],2025-11-11T13:33:12Z,@roxannebiesterfeld7801
"At 28.00 - Naomi Campbell and the guy fixing his tie next to her have a lot to answer too. Facial expressions and body language show they see the young girl right in front of them, and knew exactly what it was all about. But hey money and fame mattered more to them and even now they're not coming forward. I hope they feel the guilt for allowing and supporting this horrific abuse.",[],2025-11-11T13:28:43Z,@mxxx3591
"Mar ago, connection hmmmm.",[],2025-11-11T13:26:40Z,@Betterworlda
😢😢😢😢😢,[],2025-11-11T13:21:20Z,@freesupport9234
This interviewer sounds extremely accusatory. Ew.,[],2025-11-11T13:21:19Z,@rayannyoungblood8419
rest in peace you brave brave woman,[],2025-11-11T13:16:10Z,@lunarloon333
"None of those ""other girls "" gave, and got paid to do tv interviews....",[],2025-11-11T13:07:49Z,@geraldinemcdonald193
You were complicit!,[],2025-11-11T13:05:13Z,@geraldinemcdonald193
"So why did none of ""the other girls"" ever came forward to corroborate her story?",[],2025-11-11T13:04:35Z,@geraldinemcdonald193
😢😢😢,[],2025-11-11T13:03:39Z,@freesupport9234
"This is Heartbreaking , and for the Interview to continue is Disgusting @ 14:20 I’m Out !!",[],2025-11-11T12:58:02Z,@mikewilliams8951
"Sorry,  but she had plenty of opportunities to escape,  was the money too good?",[],2025-11-11T12:57:56Z,@geraldinemcdonald193
"I just have to wonder why, at that point with the first massage, didn't she just say no.",[],2025-11-11T12:56:20Z,@missdebbie6791
"It’s heartbreaking that we live in a society where predators can walk freely without facing any consequences, while the victims are left to carry the burden themselves. This woman went through something that no one, especially someone so young should ever have to experience. She was so eloquent and composed in that interview despite everything she endured. It’s truly tragic that she passed away. Her words deserve to be heard and shared widely so that everyone, especially young girls, can learn from her story. Rest in peace beautiful angel! 😢❤❤",[],2025-11-11T12:54:28Z,@NinaNina-hj5cd
"Im wondering what part the church plays with facilitate theses , misleading behaviors.",[],2025-11-11T12:51:54Z,@sharingcaring1247
"The FBI has videos and photos. They know who all the child molesters are. They are being protected. Why??? We should be protecting children, not abusers.",[],2025-11-11T12:35:00Z,@DB-eu6cb
Wish she was still here,[],2025-11-11T12:29:54Z,@apefaaa
Clown will lose the most should the Epstein story exploded to be true 🤡😂😂😂,[],2025-11-11T12:22:14Z,@albertlowtengdak6511
Behind you all the way ❤,[],2025-11-11T12:19:24Z,@trudiemead9896
I feel so sad for this beautiful woman and all the others just like her. I hope her abusers are given many years behind bars.,[],2025-11-11T12:13:24Z,@donnakfuller
Some People are extremely sick!!!!! And evil!!!!,['What a beautiful person. Wish she had did not have to go through what she did. How evil are some people!'],2025-11-11T12:07:20Z,@Peace-mb9tl
"For a poorly educated person, she is so well spoken. Her intelligence and sensitivity are outstanding.",[],2025-11-11T11:41:50Z,@Indusxstan
Too long a video. What names did she name?,[],2025-11-11T11:40:52Z,@CaptainXJ
There is a lot of trafficking in the world sadly. This is high profile case because of famous people being involved. Other abuses will stay unknown and unpunished.,[],2025-11-11T11:37:57Z,@Liza8007-m8i
PURE FAKE NEWS,[],2025-11-11T11:34:44Z,@BruceRidenour
Heartbreaking. I don’t quite understand why she was happy to name Andrew but no other of the people who abused her.,[],2025-11-11T11:20:43Z,@philipwhitty2838
Ughly!!!,[],2025-11-11T11:16:22Z,@mariamatos-j2y
"Their will never be justice, the department of justice is powerless,",[],2025-11-11T11:00:54Z,@aaronmyers4665
Why didn’t she escape?  She was smiling at pictures?,[],2025-11-11T10:54:29Z,@Janet-e8z
So how many of the people that abused her have gone to prison or complained on by her?,[],2025-11-11T10:53:52Z,@AliAli-bc6ir
Sad thing is there are many more out there like epstein all over the world. Corruption is rife.,[],2025-11-11T10:52:31Z,@celianorris7042
Her death was suspicious to say the least,"['Many others, myself included, think the same']",2025-11-11T10:47:53Z,@PNW.greens
"Virginia was 'TRAFFICKED' and 'FORCED' to be a 'sex slave'....a 'prostitute'.
She had NO choice. Really........are we all expected to be so gullible and believe all of this rubbish? She became a brain damaged individual with suicidal agenda. Despite the compensation she was still so damaged she gave herself no other choices in life. Pathetic....",[],2025-11-11T10:41:36Z,@philipcooke9457
Such a sad story. Maxim Ghislaine should never be pardoned.,[],2025-11-11T10:34:15Z,@ng7306
"The most saddening thing is that the rich and/or powerful will never face consequences. Sure, to the outside eye, they'll strip them of some letters in their name, but they'll never go to prison.",[],2025-11-11T10:31:24Z,@potatochalbro
It's outrageous how the journalist treats Virginia. It's a mixture of disgust and disapproval. I can't understand the journalist's lack of humanity,[],2025-11-11T10:24:53Z,@valentina4475
And another thing we need to face here   HE was NOT working alone  or without commmand. Why are the true criminals still protected ????,[],2025-11-11T10:21:40Z,@mutfunken
"23:00
1) It is the 'dangling carrot' of hope mixed with 2) worthless depression and 3) a tidal wave of anxiety. 
... 1) Get paid well from someone who has more than enough,  and them giving/ showing you a path to becoming a certified massage therapist.  Then never being vulnerable or abused again (kids have no clue how others get certified, and figuring out the process is scary to them. )  
- 2) It is that dangling 'cover your eyes' hope that your life nightmare will get better,  mixed with the trauma-induced deep depression That includes the deep feelings of loathing and worthless and wishing you could hide or be dead rather than admit  what just happened to you to yourself and others.
---3)  It is like having that tortured 7 year old just curling up into a ball and following orders, alone shouldering the crushing anxiety of not knowing if there will be retribution if you tell or do not comply.   ❤️‍🩹💔🥺",[],2025-11-11T10:07:12Z,@Jackson-ts-thoughts
She was Destroyed by Society and I Don't Like It One Bit.,[],2025-11-11T10:06:37Z,@kevinpoole4323
"I have one question, 

Why was this video (assuming there were no major redactions of the content) released now, *after* the removal of Prince Andrew?",[],2025-11-11T10:03:33Z,@kardinalempress
Looks like 60 minutes is only 8 years late in running this story.  Way to go,[],2025-11-11T09:55:22Z,@ChristineFaucher
Did she ever meet anyone that didn't abuse her?,[],2025-11-11T09:53:28Z,@ChristopherSmith-j9x
"14:10. Even adults become deer-in-the-headlights when surprised by abuse.   One woman told me that when someone was carrying her out of the house to try to murder her, she tried to scream to other family members for help,  but it only came out as a whisper.  We all need to practice the fight or flight in our minds, so that we don't go into survival mode and just freeze. 😢🫂",[],2025-11-11T09:39:58Z,@Jackson-ts-thoughts
This woman is not the saint she is being depicted as. Granted she had a real sicko upbringing but also noticed in her @interview” with Jeffrey Epstein she made sure he knew she was sexually experienced. Like  who  does  that in an interview?,"['People who have been sa as children,  often do over share. \nShe may have hoped they would feel sympathy for her.  Predators are good at recognising those who have been abused & exploit it.']",2025-11-11T09:39:55Z,@pattytada9117
She didn’t kill herself,[],2025-11-11T09:39:52Z,@jjeffjames4953
I thought it was her dad that was doing that bad s*** to her sorry girl with RIP!!! No shame ❌!!!🙏🙏🙏,[],2025-11-11T09:38:05Z,@BLyninger
"She had changed her will, excluding her husband and leaving everything to her children. The divorce was not finalized and unfortunately her will wasn’t signed. I don’t think she would have killed her self without making sure her will was in tact!",[],2025-11-11T09:36:46Z,@NancyBoomer2024
She doesn’t sound like someone ready and/or wanting to end things. She sounds like she had a healthy fear for her safety.,[],2025-11-11T09:34:19Z,@sarahstalder643
She was a CHILD (and emotionally stunted child if you know anything about abuse and the impact). How can you expect a CHILD to know who they can trust when they have been repeatedly abused for years?  Too good to be true? It sounds like you’re victim blaming. NOT OK,[],2025-11-11T09:33:37Z,@kierstencarey
Critical mass has been achieved.,[],2025-11-11T09:28:17Z,@setthetone6187
🇺🇸 Release the Epstien Files!  🇺🇸,[],2025-11-11T09:24:25Z,@mickael486
Why not to mention family member who abused her at 7? Or others? It’s also a crime. Why???,[],2025-11-11T09:12:43Z,@Caroline99777
'It's corrupt to the core' what else do we need to know? We must purge power... To the core 🔥,[],2025-11-11T09:11:10Z,@raysstlyn6346
RELEASE THE EPSTEIN FILES❕,[],2025-11-11T09:05:48Z,@clockwork914
"Where the hell were her parents??? How do you allow your kid to be travelling around the world without either parent there to protect her, surely they were paid out - they could not possibly be ignorant of what was happening, shame on them and Bless her soul, so much courage may she rest in peace knowing she will get justice, one day the files and more whistleblowers will come out, pressure to release the files is what is needed and not stop till it happens 💜💜💜",[],2025-11-11T09:05:36Z,@TrishaCC
Note to publisher: Why don't you publish ALL the names then? Not just Andrew! Bring all the offenders to justice! There is obviously a reason as to why this has not been done!,[],2025-11-11T08:57:57Z,@artbargestudio
a minute in a half and she is already denting to reveal who it was. were done here,[],2025-11-11T08:52:50Z,@gregwarrener4848
Is Trump refusing to release the files to protect Elon Musk.,[],2025-11-11T08:46:19Z,@richlaue
You wonder how much the doctors where payed to stay quite? They should also have there license to practice pulled.,[],2025-11-11T08:44:53Z,@richlaue
"one thing people don't understand about sexual is abuse is that after you are shell shocked, you've lost it.  It binds you into doing whatever you get out of it, because you've already spent the important naiviety of yourself against your will.  to get nothing feels worse than at least gaining something for a permanent destruction such as that.",[],2025-11-11T08:42:11Z,@Phil-tn5ny
"I do not believe her. She worked that "" job "" for money. Like others do. But her ""clients"" are bad but I guess the other s workers , like in a cat house, those clients are ok. Give me a break. She was only after money. That is my opinion. And as soon as there is no money coming in, you go and slander your "" clients "" and even lie about them. Like we seen with one she named. Did she ever sued the family member she accuses of doing something to her? Nope. That would not make her money and give her 5 min of fame in the news... 
I have no sympathy for women working in that "" job"" and them scream and trash their clients. That is my opinion on her and most , not all, accusers in this Epstein saga.","['Ah yes, blaming teenagers.']",2025-11-11T08:38:22Z,@wasntme777
"Keep blasting this and all other stories. 

Epstien was connected to many people including Trump the current POTUS. This would not have been tolerated by any other president. Look at where Andrew is now, evicted and dethroned stripped of royalty- that did not occur from this ONE story and one picture. 
The governor of New Mexico Bill is now dead, but he was confirmed as one of the creeps.  
Bill Clinton another perv whom also was a POTUS.

She and many others have said it was-
The rich, wealthy, royalty, politicians those whom run the world people need to reflect on this carefully. 

If Trump is not in this, then he or someone close to him is protecting someone else up there that has blackmail on Trump or someone very close.

CALL THEM ALL OUT people do not give a flying F if it is Obama or the Pope- doubtful, but if it is call em out too. It isn't a political party thing it is very much an ethical and moral thing. There is no place for this type of behavior. 

That said, this woman did not commit suicide. Her ex husband probably was found given money and he sold her out why else would he have taken her kids successfully then hold a service and cremate her without her family having the chance to say good bye? What are the odds she'd get into this accident and what are the odds she would later end up willfully leaving when her brother was on his way? She was a threat, Epstien was a threat, Maxwell was a threat til she got her way.

Corruption is all out there clear as day",[],2025-11-11T08:35:53Z,@J3R1K4s
Why didnt these girls name the offenders?,[],2025-11-11T08:33:56Z,@cinders302
"Trafficked, seriously. Pimped perhaps.",[],2025-11-11T08:29:45Z,@victoriawise5679
"The security guards as adults are watching the monitors they are witnesses to this abuse of Virginia and the other girls. Why aren't they being interviewed, investigated and or prosecuted? Will 60 Minutes do this?",[],2025-11-11T08:25:54Z,@Taffy2727
Her body language indictactes she is not being truthful about the abuse when it gets to where the details are discussed she get evasive and her details change a lot like she cant remember what someone told her to say,[],2025-11-11T08:19:46Z,@dustinmeek4032
I think she died with her self-respect restored and I hope her loved ones find comfort in that. She'd want to wrap her arms around other vulnerable children and it’s something we can all do. We're all somebody's baby who deserves a cherished life.,[],2025-11-11T08:16:25Z,@bernardpullon4632
"something i realized the minute i turned 18 was that adults have a responsibility to protect and shield children/minors in general from so many cruel things about this world. we cannot allow them to be introduced to things that can alter their perception of the world. children deserve to grow their own perspective on the world in the most carefree way, we have to protect them at all costs, and im just so overwhelmed and disappointed and disgusted that the adults in her life didn’t protect her.",[],2025-11-11T08:09:04Z,@jessie9154
"After reading Andrew Lownie’s book “Entitled,” I am in total agreement with Virginia. The corruption of every system making up our living structure is in need of replacing. I know it will happen and I will celebrate when it does.",[],2025-11-11T07:55:24Z,@hildahambone7277
I hate how most of the questions in the beginning are asking her about why she did things why she followed orders? Why she trusted an adult? Why she's vulnerable? It's disgusting how much victims are dissected to explain themselves and not why did these predators do what they do. And the fact that she never got justice is appalling.,['But lots of people would ask those questions.'],2025-11-11T07:38:56Z,@glynkj5975
Is it just me; does the interviewer seem extremely cold and almost unbelieving? The gall of her to ask some of those questions too.  My God,"[""I was noticing that too. And the creepy smile she kept during it all? Crazy. This isn't a moment a sane person would have a smile on their face."", '@FelonDogGlad I’m not the only one who noticed it']",2025-11-11T07:32:12Z,@Timeless_Lea
"I don't like this interviewer. She clearly only cares about the story. Not about what she's doing to Virginia, asking her such private questions. She. Doesn't. Care.","[""Yep, she's so cold; it's probably triggering for Virginia also, it seems she has a British accent like Maxwell!!😱""]",2025-11-11T07:27:04Z,@plant495
RIP,[],2025-11-11T07:25:08Z,@J3R1K4s
Why was she not protected by her Parents?,['Did her father do sa and let others do? What about the mother?'],2025-11-11T07:24:51Z,@Maria-i3w8t
The Epstein files will never be released.,[],2025-11-11T07:15:29Z,@elizdonovan5650
Believe the victims.  So so horrific that Epstein did this and Trump continues to try and cover it up.,[],2025-11-11T07:14:19Z,@lynstevens7942
"Let's call it what it is: rape, and rape trafficking.",[],2025-11-11T07:13:03Z,@plant495
What a dear sweet soul. Such sadness in those eyes. Now it is our job to push for those files to be released. It’s the least we can do for Virginia and all those young women like her.,[],2025-11-11T07:12:44Z,@Bluegreendot
"The journalists need to find out the doctors, dentists etc.",[],2025-11-11T07:10:24Z,@CarpeDiem-ky1mv
"No one...and I mean no one should be above the law! This is sickening! 
All these pedophiles and human traffickers should be brought to justice!! 
No matter who they are...must be held accountable!",[],2025-11-11T07:07:32Z,@ceciliouceda9273
"60 Minutes Australia, I think you MUST have this interview aired DAILY!! 
Virginia will be remembered forever like the BRAVEST GIRL who learned to survive through ""stylish abuse""... and still be able to articulate her inner saddest feelings while having to look like ""enjoying her l.e.a.r.n.i.n.g.""
So, she was ... and will ever be loved by the raped and the abused girls and boys & children who have been unable to express themselves so bravely!!
So, TRUMP MUST BE REALLY terrified by the Epstein Files... and being the corrupt ""merchant"" he has been proven to be, we must deduce he could have taken the ""worst safe solutions"" out of this trafficking web!!",[],2025-11-11T07:06:50Z,@anacasco7765
"OMG, we need the Epstein files unlocked! Who are these billionaires and politicians?",[],2025-11-11T07:02:47Z,@CarpeDiem-ky1mv
Familiarity breeds contempt she Never should have told them how horrible her life was before...,[],2025-11-11T06:49:43Z,@CatBeck-d9l
What a brilliant inspiring brave woman. I kept feeling surprised as i listened to her how eloquent how good a speaker she is given her upbringing and unfortunate past. RIP Virginia karma will finds them thanks for dightinf a good fight for every little child in the world,[],2025-11-11T06:46:26Z,@aprilcoffee1
"May you rest in eternal peace you beautiful soul Virginia…..you are  strength, beauty and bravery….❤❤❤🙏🏻",[],2025-11-11T06:39:07Z,@MariettaSongs1
😢,[],2025-11-11T06:35:58Z,@charlenejulius8501
"It takes a lot of courage to tell a story. Story that societies all over keep on hiding from the general public but is actually the foundation of this world we live in. This has been exposed and we need help  to make this a better place for our future. Our children deserve Love, Protection and Divine guidance. I am proud of you. Your strength is shaping minds all over! Let your passing be our beacon! R.I.P.❤",[],2025-11-11T06:35:50Z,
Thank you for this interview. It really allowed us to learn about Virginie’s experiences as a young person and she was so transparent and honest about her feelings. It is a great shame that she is no longer here on earth with us. I hope that she rests peacefully and I hope that justice is served to all the perpetrators. I believe they murdered her to silence her.,[],2025-11-11T06:32:15Z,@susannayee644
That photo of Naomi Campbell eyeing teenaged Virginia: she knew something was wrong. You can tell.,[],2025-11-11T06:30:03Z,@deasvail99
How could her parents even let her go away with Epstein? I can’t believe what a small child she was in those pictures! 😢 Did they know what was happening? Her dad worked in those circles even without the abuse he was ok with Virginia at the parties?,[],2025-11-11T06:26:06Z,@kathiejl1
What a betrayal!! I cried for you.,[],2025-11-11T06:15:03Z,@elbiedorman1266
"It becomes  more obvious that Epstein and this brave woman were silenced by someone, who would not want to be exposed in the scandal.",[],2025-11-11T06:01:20Z,@oksanaglinchuk8956
This interviewer is AMAZING! ❤,[],2025-11-11T06:00:58Z,@lauralee6736
"She would be so sad to know that a horrible person like Trump who may have been involved might let Maxwell go. Maxwell I'd be looking over my shoulder the rest of my life, which may not be very long.",[],2025-11-11T05:58:47Z,@lindaowens65
"So fucked up. And yet people pretend like they don't know who's names are in the files... And people talk righteous while consuming products, information, and services of the names on that list.",[],2025-11-11T05:45:23Z,@advancedspeakertraining
Will someone help me understand ..where was her loving family did they notice their 17 year old was not around.  to report her missing...if she wasnt missing from home but coming home at intervals didnt they ask where she  got that money 15000 from  each involvement ...was she iheld hostage?,[],2025-11-11T05:40:21Z,@soca0111
