index,user,timestamp,rating,title,review,review_raw
153,DiverDave43,20220915T180425,1,Another Example Of Captured Media,This podcast USED to be great but how they have fallen! Go figure that of all outrageous stories they could have reported on they had to go with the one about racism. I don't for the life of me understand why media (which is the left's talking puppet on tv and radio) is so OBSESSED with racism. It truly has become a Snipe or witch hunt with them only this hunt has financial profits instead of laughing kids and tree decorations. This is a TERRIBLE PODCAST that lacks all entertainment value!,This podcast USED to be great but how they have fallen! Go figure that of all outrageous stories they could have reported on they had to go with the one about racism. I don’t for the life of me understand why media (which is the left’s talking puppet on tv and radio) is so OBSESSED with racism. It truly has become a Snipe or witch hunt with them only this hunt has financial profits instead of laughing kids and tree decorations. This is a TERRIBLE PODCAST that lacks all entertainment value!!
156,Bingbongdingdong,20220908T163237,2,"Starts Strong, Takes A Bad Turn","The first two seasons are amazing. The deep dive of the first season, the nuanced new take on a story that had been heavily but shallowly covered by media in the second. Then the third season came around. It opens with an anecdote about a woman blaring music on a speaker in a courthouse elevator. The lawyers and courthouse workers in the elevator were judgmental. Why would anyone be judgmental of someone with a complete lack of social awareness being obnoxious? The narrator gives us the reason: racism. This is the depth of critical thinking for the next two seasons. Why does the criminal justice system favor people with money and influence? Racism. Why do wealthy people take an interest and get involved in their children's education? Racism. It's tiring. The first two seasons were great because they looked at the stories from different angles. Bergdahl was demonized by the press as a uniquely cowardly traitor, the reality was more complex involving hundreds of awol troops, untreated mental illness, and a military desperate enough for numbers it would look the other way. Adnan was a convicted murderer, case closed, but there was ambiguity and uncertainty in the evidence. Season 3 and 4: No complexity or nuance is worth exploring apparently. Serial's solved the case, it's racism and the racists who are racistly racisming everywhere.","The first two seasons are amazing. The deep dive of the first season, the nuanced new take on a story that had been heavily but shallowly covered by media in the second.

Then the third season came around. It opens with an anecdote about a woman blaring music on a speaker in a courthouse elevator. The lawyers and courthouse workers in the elevator were judgmental. Why would anyone be judgmental of someone with a complete lack of social awareness being obnoxious? The narrator gives us the reason: racism. This is the depth of critical thinking for the next two seasons. Why does the criminal justice system favor people with money and influence? Racism. Why do wealthy people take an interest and get involved in their children’s education? Racism.

It’s tiring. The first two seasons were great because they looked at the stories from different angles. Bergdahl was demonized by the press as a uniquely cowardly traitor, the reality was more complex involving hundreds of awol troops, untreated mental illness, and a military desperate enough for numbers it would look the other way. Adnan was a convicted murderer, case closed, but there was ambiguity and uncertainty in the evidence. Season 3 and 4: No complexity or nuance is worth exploring apparently. Serial’s solved the case, it’s racism and the racists who are racistly racisming everywhere."
174,pugcrzy,20220603T145044,3,Hard To Listen To,"I gave this a try, and felt that it was pushing liberal/racist agenda. Still very one-sided. A shame, because the storytelling is fabulous. Best of luck","I gave this a try, and felt that it was pushing liberal/racist agenda. Still very one-sided. A shame, because the storytelling is fabulous. Best of luck"
187,Marilyn1M,20220423T010144,5,Bravo,"As someone who practiced journalism and walked away from it in despair at what it's become, I found the Trojan Horse Affair revivifying and heartbreaking at once. Your work shows brilliantly and honestly both how important investigative journalism remains to the functioning of democracy and how impotent it has become in the face of deeply embedded racism and corruption. I particularly loved how transparently you dealt with the issue of ""objectivity"" — a loaded and culturally relative term which should have been interrogated and abandoned in the US journalistic sphere long ago. Brian's pique at the apparent violation of objectivity on the part of Hamza was profoundly revealing. I'm so glad you included that in the series. I also loved how there is no gotcha at the end. That opaque and inconclusive conclusion is exactly the right note to hit when reporting on systemic racism.","As someone who practiced journalism and walked away from it in despair at what it’s become, I found the Trojan Horse Affair revivifying and heartbreaking at once. Your work shows brilliantly and honestly both how important investigative journalism remains to the functioning of democracy and how impotent it has become in the face of deeply embedded racism and corruption. I particularly loved how transparently you dealt with the issue of “objectivity” — a loaded and culturally relative term which should have been interrogated and abandoned in the US journalistic sphere long ago. Brian’s pique at the apparent violation of objectivity on the part of Hamza was profoundly revealing. I’m so glad you included that in the series. I also loved how there is no gotcha at the end. That opaque and inconclusive conclusion is exactly the right note to hit when reporting on systemic racism."
266,didocownenrbci,20211004T225015,2,Don'T Waste Your Time Past Season 2,Seasons 1 and 2 were amazing and it was so refreshing to hear unbiased investigative journalism. But seasons 3-5 are all about pushing racial and political agendas. So sad as Sarah had something truly amazing and rare going and then had to ruin it with such partisan and racist reporting. Disappointed.,Seasons 1 & 2 were amazing and it was so refreshing to hear unbiased investigative journalism. But seasons 3-5 are all about pushing racial and political agendas. So sad as Sarah had something truly amazing and rare going and then had to ruin it with such partisan and racist reporting. Disappointed.
267,jamesdbayer,20210917T155522,2,"The Story Telling Style Is Great, But The Content Is Very Slanted","An underperforming school sees a group of white parents come together and all join the school at the same time. This happened because one of the parents was able to identify the program that was lacking, spoke to the principal about how to bring that program to the school, convinced the other parents that the missing program would be there, then provided all of the funding for that program. It really is that simple. What makes this an issue? The parents were white, nothing more. The existing PTA was stuck in their rut and wanted to maintain control. It was all about the control of money. The existing PTA couldn't see that they could work with the new parents and bring positive change. They literally had new resources available that they had never had before, but they wanted total control. Instead of trying to help the existing PTA recognize the new tools they have and bring unity, this author decided to create a podcast about how horrible white people are in general. It's the normal tripe that all white people are oppressors and all minorities are the victims. We are seeing it in the comment too. If you don't praise this podcast you are a racist, or some other word meaning the same thing. In the end it is about control and money.","An underperforming school sees a group of white parents come together and all join the school at the same time. This happened because one of the parents was able to identify the program that was lacking, spoke to the principal about how to bring that program to the school, convinced the other parents that the missing program would be there, then provided all of the funding for that program. It really is that simple. What makes this an issue? The parents were white, nothing more. 

The existing PTA was stuck in their rut and wanted to maintain control. It was all about the control of money. The existing PTA couldn’t see that they could work with the new parents and bring positive change. They literally had new resources available that they had never had before, but they wanted total control. 

Instead of trying to help the existing PTA recognize the new tools they have and bring unity, this author decided to create a podcast about how horrible white people are in general. It’s the normal tripe that all white people are oppressors and all minorities are the victims. We are seeing it in the comment too. If you don’t praise this podcast you are a racist, or some other word meaning the same thing. 

In the end it is about control and money."
272,bruxa rosa,20210828T181338,5,Don'T Trust The Racist Reviews,"Season 1 is why the true crime genre is as popular as it is now. Don't listen to racist reviews from people who can't even spell, the story of Adnan Syed is one that needs to be heard. Jay basically got away with hurting a innocent girl and so here we are today . As for the other seasons they just have no real structure so I wouldn't recommend them","Season 1 is why the true crime genre is as popular as it is now. Don’t listen to racist reviews from people who can’t even spell, the story of Adnan Syed is one that needs to be heard. Jay basically got away with hurting a innocent girl and so here we are today . As for the other seasons they just have no real structure so I wouldn’t recommend them"
304,AngeMon825,20210613T175612,5,Adnan,"Although I think he's guilty, because of his age, I don't think he should have gotten life in prison. I also think that there was racial issues that led to the police having tunnel vision . In the end they got the right guy, but brain development and reasoning are not fully formed at 17. I think he was a teen trying to cope with a breakup, possibly sociopathic tendencies and made an impulsive decision . I think a rehabilitation sentence was more suitable for this crime because of his age (after a 15 year sentence)","Although I think he’s guilty, because of his age, I don’t think he should have gotten life in prison. I also think that there was racial issues that led to the police having tunnel vision . In the end they got the right guy, but brain development and reasoning are not fully formed at 17. I think he was a teen trying to cope with a breakup, possibly sociopathic tendencies and made an impulsive decision . I think a rehabilitation sentence was more suitable for this crime because of his age (after a 15 year sentence)"
311,bf f snzbrbd,20210604T001340,1,More Liberal Propaganda Mixed With Some Facts,"Basically, this lady takes some facts, blows them out of proportion and comes to the conclusion that all the problems discussed in the story are due to racism without thinking what else could cause the problem. Moreover, it's an extremely racist podcast that constantly talks about race and how bad white people are. Not impressed.","Basically, this lady takes some facts, blows them out of proportion and comes to the conclusion that all the problems discussed in the story are due to racism without thinking what else could cause the problem. Moreover, it’s an extremely racist podcast that constantly talks about race and how bad white people are. Not impressed."
312,Skoosta,20210529T145106,5,Serial Finds Intriguing Stories And Really Digs In,"Love the kind of stories they find, and how minute the level of detail they cover. Thanks for the fantastic production value, too! Season 1 is the pinnacle of podcasting thus far. Nice White Parents will hopefully open a lot of eyes to how pervasive racism is, even if you're some far left liberal. Keep up the good work.","Love the kind of stories they find, and how minute the level of detail they cover. Thanks for the fantastic production value, too! Season 1 is the pinnacle of podcasting thus far. Nice White Parents will hopefully open a lot of eyes to how pervasive racism is, even if you’re some far left liberal. Keep up the good work."
315,ama_wingnuts,20210527T220511,1,Boring And Supportive Of Racism,Lame Boring Race driven and I don't understand why we are perpetuating this way of thinking,"Lame
Boring
Race driven and I don’t understand why we are perpetuating this way of thinking"
331,Elon141,20210503T201226,2,Serial Isn'T Aging Gracefully,"In Season 1, Serial had us obsessing over the details of a story that maybe wasn't that interesting (""man more likely than not guilty of murder, but not beyond a reasonable doubt"") but where details mattered and where compelling storytelling made all the difference. By Season 4, Serial was telling an important and interesting story (""black people wrongly accused of election cheating, face unfair fallout tainted by racial bias anyway""), but with a level of detail out of all proportion to what made the story worth telling. Zoe Chase says it all up front: ""I like to talk about [this] because of how personal the whole thing was."" That premise fails to sustain the several hours this podcast takes to unwind; the story would have made a great hourlong episode of This American Life. Unfortunately, somewhere along the line Serial has jumped the shark, and is close to devolving into full-on self parody.","In Season 1, Serial had us obsessing over the details of a story that maybe wasn’t that interesting (“man more likely than not guilty of murder, but not beyond a reasonable doubt”) but where details mattered and where compelling storytelling made all the difference. By Season 4, Serial was telling an important and interesting story (“black people wrongly accused of election cheating, face unfair fallout tainted by racial bias anyway”), but with a level of detail out of all proportion to what made the story worth telling. Zoe Chase says it all up front: “I like to talk about [this] because of how personal the whole thing was.”  That premise fails to sustain the several hours this podcast takes to unwind; the story would have made a great hourlong episode of This American Life. Unfortunately, somewhere along the line Serial has jumped the shark, and is close to devolving into full-on self parody."
332,Hard to get a nick name,20210503T195209,3,"Serial Great, Nice White Parents Feels Racist Against Whites.",Love Serial and ty for making such a great podcast. Couldn't get into Nice White Parents. It felt racist to me.,Love Serial and ty for making such a great podcast.  Couldn’t get into Nice White Parents.  It felt racist to me.
351,OKKK911QJYA69,20210429T150357,1,Liberal Queef,Brainwash systematic poor me racism. This garbage I can't listen to.,Brainwash systematic poor me racism. This garbage I can’t listen to.
353,Beedubz76,20210429T124722,2,The Improvement Association,"Yawn yawn yawn. Yet another story of how white people r just so racist and evil and the poor black people r being oppressed by the whites who's whole lives r consumed by keeping the black people down as if the average white person doesn't have enough problems, now we gotta hear us being called racist every single day","Yawn yawn yawn. Yet another story of how white people r just so racist and evil and the poor black people r being oppressed by the whites who’s whole lives r consumed by keeping the black people down as if the average white person doesn’t have enough problems, now we gotta hear us being called racist every single day"
354,SalaAris,20210429T103006,2,Boring?,"Weird because I love Sarah and every thing she and This American Life does. This just doesn't go anywhere - it keeps investigating allegations and falling short, then discussing how it falls short. That's the whole podcast, + reinforcing the fact that institutional racism exists. Better ways.","Weird because I love Sarah and every thing she and This American Life does. This just doesn’t go anywhere - it keeps investigating allegations and falling short, then discussing how it falls short. That’s the whole podcast, + reinforcing the fact that institutional racism exists. Better ways."
355,RickKane,20210428T162640,2,First 2 Seasons Are Worthwhile,"After the first two seasons which were though provoking, it's fallen trap to the racial misgivings of woke variety. We get it, white people are racist, systematic racism is everywhere and all that yarn. A return to interesting storytelling would be greatly warranted.","After the first two seasons which were though provoking, it's fallen trap to the racial misgivings of woke variety.  We get it, white people are racist, systematic racism is everywhere and all that yarn.  A return to interesting storytelling would be greatly warranted."
358,FarrahFawcetto,20210427T055550,1,Typical Liberal Blabber And Fluff,"Same ole liberal story, Muslim good and if you think otherwise, then you are a RACIST, she even throws Asians and blacks under the bus to try and sway opinions for a convicted murderer... because, after all, he's Muslim.","Same ole liberal story, Muslim good and if you think otherwise, then you are a RACIST, she even throws Asians and blacks under the bus to try and sway opinions for a convicted murderer... because, after all, he’s Muslim."
363,sw1008,20210421T111001,1,Bad,"What happened to this show? Used to be good, now it's just racist opinion about the conspiracy theory of systemic racism.","What happened to this show? Used to be good, now it’s just racist opinion about the conspiracy theory of systemic racism."
368,Justinesod,20210412T153347,5,Informative And Thought Provoking,"As a white person, I know I need to be continuously questioning the processes of the American culture. Chana's story highlights the systemic racism of public education and how hard white people must fight to correct these imbalances.","As a white person, I know I need to be continuously questioning the processes of the American culture. Chana’s story highlights the systemic racism of public education and how hard white people must fight to correct these imbalances."
370,racistbs,20210410T224617,1,Racist!,This is so racist! So tired.,This is so racist! So tired.
374,pbtu,20210408T202246,1,Bias And Racist,"This podcast is so so so biased and gives a platform to a very racist woman who calls anyone with a difference of opinions a racist while also saying things like ""every white person I don't like looks the same"" and has created a hate group against other podcasters simply because they don't believe that same thing she does. In the face of #stopasianhate can we really be supporting a podcast and it's hosts who profit off the murder of an Asian woman while defending her murderer who will never get out of jail?",This podcast is so so so biased and gives a platform to a very racist woman who calls anyone with a difference of opinions a racist while also saying things like “every white person I don’t like looks the same” and has created a hate group against other podcasters simply because they don’t believe that same thing she does. In the face of #stopasianhate can we really be supporting a podcast and it’s hosts who profit off the murder of an Asian woman while defending her murderer who will never get out of jail?
379,AmylvsS&S,20210331T230812,1,Racist Host,Unfollowing due to the racist and prejudice host.,Unfollowing due to the racist and prejudice host.
384,Natioam,20210330T191502,3,Nice White Parents,"Enjoyed the series, but the constant use of black and brown kids....isn't that a bit racist? How about using children of color or minority children?","Enjoyed the series, but the constant use of black and brown kids....isn’t that a bit racist? How about using children of color or minority children?"
397,Black Educator,20210314T232531,5,Nice White Parents,"It's amazing how individuals find season 1 and 2 entertaining and ""great"" journalism. However, this new season goes hand in hand with the previous season's (look beyond your feathers being ruffled by truth and facts). As an educator, I have served in the EXACT neighborhoods that are referenced here. My first job was in an upscale million dollar neighborhood with a PTA that raised over $500,000 a year. The funny thing is, it's a TITLE 1 school! The takeover happened exactly as stated in this podcast. Now, I serve within the character school sector. Everything in this podcast is TRUE! Unfortunately, the voices of Nice Black Parents aren't valued, heard, received or respected. I'm not a racist, I am a realist that faces this reality daily.","It’s amazing how individuals find season 1 and 2 entertaining and “great” journalism. However, this new season goes hand in hand with the previous season’s (look beyond your feathers being ruffled by truth and facts). 

As an educator, I have served in the EXACT neighborhoods that are referenced here. My first job was in an upscale million dollar neighborhood with a PTA that raised over $500,000 a year. The funny thing is, it’s a TITLE 1 school! The takeover happened exactly as stated in this podcast. 

Now, I serve within the character school sector. 

Everything in this podcast is TRUE! Unfortunately, the voices of Nice Black Parents aren’t valued, heard, received or respected. I’m not a racist, I am a realist that faces this reality daily."
399,ladystardust19,20210312T142821,1,Racist,This woman's voice is dripping with disdain for humans in Season 4 in my opinion. No thanks. That does not help anyone.,This woman’s voice is dripping with disdain for humans in Season 4 in my opinion. No thanks.  That does not help anyone.
400,cubreporter2,20210304T204642,4,"Not ""Racist,"" Just Critical Of Systems","I feel like so many reviews missed the mark on Season 4, ""Nice White Parents."" The point of that season was to show how well-intentioned, moneyed, almost 100% white parents w/lots of clout and social capital can often misdirect public/charter school funds in a way that does not serve the multiracial, socioeconomically diverse student body. Fascinating overview of NYC public school system, and the history of the letter-writing campaign was very telling. This show is not saying ""integration is bad,"" or ""white people are bad."" It's saying, money and whiteness warps. Privilege and class background matter a lot in who gets a true ""education."" That said, I could've done without all the editorializing from the narrator/reporter. Bringing in a personal viewpoint muddies the societal trends the story examines. Four stars for me.","I feel like so many reviews missed the mark on Season 4, “Nice White Parents.” The point of that season was to show how well-intentioned, moneyed, almost 100% white parents w/lots of clout and social capital can often misdirect public/charter school funds in a way that does not serve the multiracial, socioeconomically diverse student body. Fascinating overview of NYC public school system, and the history of the letter-writing campaign was very telling. This show is not saying “integration is bad,” or “white people are bad.” It’s saying, money and whiteness warps. Privilege and class background matter a lot in who gets a true “education.” That said, I could’ve done without all the editorializing from the narrator/reporter. Bringing in a personal viewpoint muddies the societal trends the story examines. Four stars for me."
402,Vanilla Thunder Man,20210306T061255,1,Shocking!,"All these people saying it's racist don't understand that they're following it up with an edgy podcast called Nice Black Parents. Then the whole podcast team gets cancelled for using the word ""black."" Also for using the word ""parents."" And most likely, for reasons known only to the ""always-projecting"" Left, for using the word ""nice."" Another piece of work from a far leftist who is a racist. I can *hardly* believe it...","All these people saying it’s racist don’t understand that they’re following it up with an edgy podcast called Nice Black Parents. Then the whole podcast team gets cancelled for using the word “black.” 

Also for using the word “parents.”

And most likely, for reasons known only to the “always-projecting” Left, for using the word “nice.”

Another piece of work from a far leftist who is a racist. I can *hardly* believe it..."
